split,source,original_index,frame,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse,shuffled_original_index,valid,total,control,transfer_only,variant,seed,affine_x0_to_xt_mse,last_increment_extrapolation_mse,last_increment_extrapolation_valid,nodes,pca_in_sample_rank2_mse,pca_in_sample_rank4_mse,pca_in_sample_rank8_mse,persistence_mse,persistence_valid,zero_motion_mse,_merge,matched_motion_audit
train,lj_noisy,199,75,5.189991043152986e-06,2.538395165174734e-05,0.7955404613766774,5.005042567063356e-06,42,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,4.852281464566342e-06,1.436916721685236e-12,1,124,1.379029084333814e-08,3.587689664095285e-10,3.0143569127444173e-12,4.95269742133058e-09,1,2.538395023684518e-05,both,True
train,lj_noisy,199,100,1.0935552381852176e-05,4.609454845194705e-05,0.7627582274018294,1.0572452993073966e-05,42,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,9.903439139780502e-06,5.812908420433345e-12,1,124,2.5060011539419633e-09,4.775600804500786e-10,3.929730317680499e-11,5.113907166872388e-09,1,4.6094550043561184e-05,both,True
train,lj_noisy,199,125,1.7226984709850512e-05,7.323205500142649e-05,0.7647616920006554,1.6697405953891575e-05,42,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.5719124078176783e-05,6.994745156463235e-12,1,124,6.2719829286766216e-09,5.14792501771188e-10,1.1051817998303458e-11,5.13648927808819e-09,1,7.323205129083091e-05,both,True
train,lj_noisy,199,149,2.323900844203308e-05,0.0001047892219503,0.7782309286250269,2.289707481395453e-05,42,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,2.1611274312832964e-05,4.815690251346056e-12,1,124,3.054760455572152e-09,2.1230152777943633e-10,6.284959835961047e-12,5.038654049333978e-09,1,0.000104789215444,both,True
train,lj_noisy,199,175,3.1246170692611486e-05,0.0001456237077945,0.7854321170239184,3.194940654793754e-05,42,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,2.8881955930159344e-05,9.75832011496005e-13,1,124,3.648144407855156e-10,2.9647694967948944e-10,7.105955168097488e-12,5.1085307364764305e-09,1,0.00014562371321500002,both,True
train,lj_noisy,199,199,4.125769919482991e-05,0.0001901433715829,0.7830179466612197,4.380706013762392e-05,42,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,3.6973367682176636e-05,7.752042244379041e-12,1,124,9.035106206443904e-09,2.2065345367617812e-09,1.584083700957866e-11,5.335251259251159e-09,1,0.000190143375524,both,True
train,lj_noisy,42,0,3.084109323481244e-07,0.0,,1.35792458877404e-06,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.315839398633833e-32,,0,182,4.109714969599825e-08,4.464457938612873e-09,3.566729316374297e-10,,0,0.0,both,True
train,lj_noisy,42,5,1.7152562747924097e-07,9.799599354209933e-08,-0.7503330623976288,1.1611438139880192e-06,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,2.660812357118708e-09,5.0881533724965845e-12,1,182,2.285018773634569e-08,2.837962244930496e-10,4.703748504829223e-11,4.07414551980313e-09,1,9.7995998089278e-08,both,True
train,lj_noisy,42,10,9.588195837295645e-08,4.02869886784174e-07,0.7620026675651674,9.828626161834109e-07,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.839130034623168e-08,1.286903451214218e-12,1,182,1.3823617155672121e-08,4.2559852195794047e-10,5.594895200554889e-11,4.249228116847058e-09,1,4.0286990140280865e-07,both,True
train,lj_noisy,42,25,2.370840377352579e-07,2.683668753888924e-06,0.9116567432580128,8.20479101548699e-07,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,2.225384085403809e-07,8.032382911745112e-13,1,182,2.2321488277643462e-09,4.518659850191644e-10,4.070890726569952e-11,4.825966025007064e-09,1,2.6836686646340906e-06,both,True
train,lj_noisy,42,50,1.1456770607765066e-06,1.129412430600496e-05,0.8985599033855717,1.8615058934301487e-06,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.1666943234190749e-06,4.341714947247331e-13,1,182,1.228075516139131e-08,3.004104054563623e-10,2.6603274162568818e-11,4.708677950568754e-09,1,1.1294124317180662e-05,both,True
train,lj_noisy,42,75,2.8544991437229328e-06,2.5744931917870417e-05,0.8891238418175218,4.5306860556593165e-06,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,2.7396718612886922e-06,1.3011330693590542e-12,1,182,1.071730761843564e-08,1.4321024808053071e-10,1.297634640175682e-11,4.817499996048904e-09,1,2.574493083056026e-05,both,True
train,lj_noisy,42,100,6.215393113961909e-06,4.618121238308959e-05,0.8654129505651993,8.435248673777096e-06,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,5.107303100005573e-06,2.7736524080768866e-13,1,182,1.7294663200212312e-09,5.260730821595262e-10,1.916546152938208e-11,4.7645561195010385e-09,1,4.6181210315193575e-05,both,True
train,lj_noisy,42,125,9.493110155744944e-06,7.250723137985915e-05,0.8690736085893094,1.1652066859824116e-05,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,7.968612869268677e-06,3.199622788184256e-13,1,182,1.0840498711245039e-08,1.5871708636011782e-10,3.811388471602321e-12,4.789387690301528e-09,1,7.250723005851415e-05,both,True
train,lj_noisy,42,149,1.220715967065189e-05,0.0001034081433317,0.8819516599240362,1.4482801816484424e-05,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.108221695122706e-05,3.039834136472439e-13,1,182,3.473634501115447e-09,2.698311442494772e-10,6.580035166485218e-12,4.861592440602387e-09,1,0.00010340813519400001,both,True
train,lj_noisy,42,175,1.640113623579964e-05,0.000143292825669,0.885541120714028,1.8891563740908168e-05,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.5125870254797832e-05,9.070767959987293e-13,1,182,8.259394083206236e-10,2.8095544195223463e-10,1.15973745588991e-11,5.03892895814076e-09,1,0.000143292824936,both,True
train,lj_noisy,42,199,2.237722947029397e-05,0.0001860245247371,0.8797081755649545,2.4769644369371235e-05,102,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.9460967338386053e-05,7.166591191806403e-12,1,182,9.741140062640192e-09,1.865759864694341e-09,4.555005714163179e-11,4.946397021861843e-09,1,0.000186024526729,both,True
train,lj_noisy,102,0,8.394288784074888e-07,0.0,,3.288494383468788e-07,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,3.9955354229781495e-32,,0,118,2.719232094298341e-08,3.3377942344029016e-09,7.183422117124942e-10,,0,0.0,both,True
train,lj_noisy,102,5,6.100943892306532e-07,1.047859115033134e-07,-4.822294051537277,1.505472368990013e-07,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,4.776046261161051e-09,1.1342502558480999e-11,1,118,1.126837130148227e-08,7.115528741630996e-10,1.309034666587408e-10,4.858571242749073e-09,1,1.0478591292016849e-07,both,True
train,lj_noisy,102,10,4.167939380295138e-07,4.6877312342985533e-07,0.110883458974839,7.438529792125338e-08,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,3.6841636934373356e-08,1.845787739130732e-12,1,118,5.949000619924982e-09,1.9157622443593082e-10,8.73604636236283e-11,5.488563423260622e-09,1,4.6877311933873855e-07,both,True
train,lj_noisy,102,25,4.172006526914629e-07,3.25413498103444e-06,0.8717936855345684,6.11658151683514e-07,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,3.736438363594758e-07,1.985311785817328e-12,1,118,1.9504459264964363e-09,2.1736740165687213e-10,2.623112532067997e-11,5.659354974290311e-09,1,3.2541349314988e-06,both,True
train,lj_noisy,102,50,1.8268808616994647e-06,1.3549693903769366e-05,0.8651717983687257,3.1424358439835487e-06,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.847772958139811e-06,4.247676495726397e-12,1,118,9.615009390171369e-09,8.528523161948211e-10,2.756623142692732e-11,5.6835382742374746e-09,1,1.3549692814541031e-05,both,True
train,lj_noisy,102,75,4.363428615761222e-06,3.12767515424639e-05,0.8604897119882455,6.260631380428094e-06,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,4.577698395740857e-06,9.90741560661586e-13,1,118,9.657829758242157e-09,1.3009934528643571e-10,9.840033391087171e-12,5.862028714959897e-09,1,3.127675259941034e-05,both,True
train,lj_noisy,102,100,8.100877494143788e-06,5.606986815109849e-05,0.8555217309890343,9.69195298239356e-06,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,8.508986493335976e-06,3.653052763572151e-13,1,118,6.077272975345852e-10,5.460710804746822e-10,5.11881440222122e-12,5.8347683869809965e-09,1,5.606987116345944e-05,both,True
train,lj_noisy,102,125,1.3482313079293816e-05,8.798276394372806e-05,0.8467618829533836,1.4865378034301102e-05,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.3875120729610532e-05,2.4883792377925678e-12,1,118,1.020630689806552e-08,9.326425118154381e-10,1.239868062689805e-11,5.75069808410345e-09,1,8.798275801573431e-05,both,True
train,lj_noisy,102,149,2.0361751012387685e-05,0.000124813261209,0.8368622787743459,2.1887966795475226e-05,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,2.0497744076586353e-05,2.299172861446272e-11,1,118,1.187126990654702e-08,1.114151972582756e-09,3.049538376236573e-11,5.876996725131322e-09,1,0.000124813264439,both,True
train,lj_noisy,102,175,2.9499078664230183e-05,0.0001706574548734,0.8271445060158221,3.123264104942791e-05,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,2.906754611963883e-05,2.16812360392592e-12,1,118,5.525969430587213e-10,5.122556099626406e-10,2.121697177219035e-11,5.514404735323328e-09,1,0.000170657466629,both,True
train,lj_noisy,102,199,4.041421561851166e-05,0.0002185022167395,0.8150397912590562,4.201042611384764e-05,99,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,3.8802359461694885e-05,1.726380159884311e-12,1,118,5.0304192037710886e-08,5.9446143682336894e-09,4.012252365489666e-11,5.432383235173701e-09,1,0.00021850220978200002,both,True
train,lj_noisy,99,0,3.356254580921814e-07,0.0,,4.287223305254884e-07,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,4.913382486876501e-32,,0,126,7.004808274426052e-08,6.721814231901146e-09,2.315486266114816e-10,,0,0.0,both,True
train,lj_noisy,99,5,1.8029311377176785e-07,8.34548146144698e-08,-1.1603680339433375,2.574668940269476e-07,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,4.044597363093289e-09,8.216032199079563e-12,1,126,3.705394652435202e-08,1.15849277323383e-09,4.053984214880429e-11,3.5548560400610033e-09,1,8.3454820437548e-08,both,True
train,lj_noisy,99,10,9.79194609840306e-08,3.481648036540719e-07,0.7187554285891546,1.5149895205013308e-07,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,2.8637425579692872e-08,1.8967208639820893e-12,1,126,1.750734840320878e-08,6.117924490085879e-10,2.980802387103477e-11,3.802999545740158e-09,1,3.481647710313303e-07,both,True
train,lj_noisy,99,25,3.4444053653714946e-07,2.362971372349421e-06,0.8542341474942694,3.088437097176211e-07,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,3.14521251933342e-07,1.0363100171646971e-12,1,126,2.7300030195110975e-09,1.37537870231558e-09,2.5549008517683068e-11,4.104195033633815e-09,1,2.3629715786892757e-06,both,True
train,lj_noisy,99,50,1.8405394257570151e-06,9.879052413452882e-06,0.8136927157861168,1.822045192056976e-06,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.569048780155404e-06,1.0502534224671021e-12,1,126,1.4264275221418541e-08,1.670645105321467e-10,1.9722809964015557e-11,4.296476581634994e-09,1,9.879052441320144e-06,both,True
train,lj_noisy,99,75,4.112918304599589e-06,2.276919803989585e-05,0.8193648148084534,4.594387519318843e-06,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,4.114897587865242e-06,4.3457965113702433e-13,1,126,9.852057552712197e-09,5.970437757740428e-10,9.142910343577156e-11,4.439309202482747e-09,1,2.2769198230668864e-05,both,True
train,lj_noisy,99,100,7.942136107885744e-06,4.133538095629774e-05,0.8078610641986668,8.794125278654974e-06,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,8.281961742919874e-06,2.2342597060693857e-12,1,126,2.800163662138472e-09,3.097231848288924e-10,9.757285609616762e-11,4.677679928501633e-09,1,4.1335382576068044e-05,both,True
train,lj_noisy,99,125,1.4182191080180928e-05,6.574357394129038e-05,0.7842801930292722,1.5070994777488522e-05,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,1.4506429379385291e-05,6.602084552903219e-11,1,126,1.126484546729079e-08,1.0437195256092492e-09,1.985616006387011e-11,5.291706945453994e-09,1,6.574358151259742e-05,both,True
train,lj_noisy,99,149,2.2385398551705293e-05,9.555911674397066e-05,0.7657429315542758,2.395091360085644e-05,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,2.3333536541527172e-05,7.319626479847203e-13,1,126,1.438132065801828e-08,1.9223578209421883e-10,1.667894006774425e-11,5.7838817201368925e-09,1,9.555910942824115e-05,both,True
train,lj_noisy,99,175,3.439389183768071e-05,0.000135023263283,0.7452743253170047,3.7230463931337e-05,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,3.659752021812155e-05,2.363072889785633e-12,1,126,2.9092160800955595e-09,1.4086084796584032e-09,3.4765880368848216e-11,5.542630249141759e-09,1,0.000135023255061,both,True
train,lj_noisy,99,199,4.722292942460626e-05,0.0001759650040185,0.7316345389925409,5.07713011757005e-05,178,1,1,same_source_cyclic_next_latent,False,r16_d4,2026,5.028484868009028e-05,1.3206203248792828e-11,1,126,4.994455787452401e-08,9.67961818779742e-09,2.508220638189051e-10,5.005019017596874e-09,1,0.000175964999642,both,True
train,reid,60,0,1.462016285813661e-07,0.0,,5.2911634185193186e-08,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.072962089538052e-31,,0,108,9.36058187197493e-09,6.678067423208076e-10,4.3623681321799544e-14,,0,0.0,both,True
train,reid,60,5,8.835967690856705e-08,9.641969000995233e-08,0.0835930202695457,2.4955873811904894e-08,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,7.294562261660138e-09,1.05860723711674e-11,1,108,1.3841827757341062e-09,1.0904887329774631e-10,5.990249622314625e-13,4.1193137326503675e-09,1,9.641968935044394e-08,both,True
train,reid,60,10,1.0103212133572016e-07,3.993454527062568e-07,0.747005704832614,5.559106597274877e-08,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,4.76390060471321e-08,2.598945614854279e-12,1,108,3.1970231040043513e-10,2.781024923548326e-11,3.526050666682384e-13,4.2751354901628865e-09,1,3.993454736876624e-07,both,True
train,reid,60,25,4.819960963686754e-07,2.613964852571371e-06,0.8156072772384322,4.515153193551669e-07,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,4.386347058664685e-07,1.889550127603387e-12,1,108,5.813896561046959e-10,1.7801870516554298e-11,4.0182280323621747e-13,4.425950871123648e-09,1,2.6139648721740156e-06,both,True
train,reid,60,50,2.5592628389858878e-06,1.078044169844361e-05,0.762601300524136,2.128265350620495e-06,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,2.163545579581615e-06,1.824954733105211e-12,1,108,4.963032252724482e-10,1.345753372504761e-12,4.309443755268344e-13,4.558951508052634e-09,1,1.0780441611380553e-05,both,True
train,reid,60,75,6.391827810148243e-06,2.4720842702663504e-05,0.7414397281262759,5.518420493899612e-06,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,5.4385347200654785e-06,1.86652254243221e-12,1,108,6.863813402881245e-11,5.987987524570116e-12,5.021998886433548e-13,4.658170086187797e-09,1,2.4720844453003553e-05,both,True
train,reid,60,100,1.1153896593896206e-05,4.460650961846113e-05,0.7499491287415148,1.0482687684998382e-05,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.042360369940494e-05,1.966508643197091e-12,1,108,1.9099469527482841e-10,3.687315625762977e-12,3.585807375611707e-13,4.7406721889685496e-09,1,4.460651040282046e-05,both,True
train,reid,60,125,1.7073223716579378e-05,7.057588663883507e-05,0.7580870105968365,1.690929821052123e-05,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.722347554794474e-05,2.123601386015749e-12,1,108,4.583464913446829e-10,1.158049629671982e-12,4.143506869856732e-13,4.862046353425866e-09,1,7.057588609540902e-05,both,True
train,reid,60,149,2.450320971547626e-05,0.0001013229702948,0.7581672779215844,2.48298510996392e-05,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,2.551722821735739e-05,3.024148893197761e-12,1,108,2.7715110915529283e-10,4.556137510037832e-12,4.0982842343460283e-13,4.909065598187649e-09,1,0.00010132297035600001,both,True
train,reid,60,175,3.519279925967567e-05,0.0001411672856193,0.7507014524981183,3.606971222325228e-05,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,3.6517861886340905e-05,1.4747234166040709e-12,1,108,4.217311197675151e-11,1.574201128479331e-12,4.59162232171376e-13,4.96189813138896e-09,1,0.000141167281778,both,True
train,reid,60,199,4.781635652761906e-05,0.000184061442269,0.7402152458539699,4.937300400342792e-05,45,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,4.8574893833187864e-05,2.0063387995857027e-12,1,108,1.908263701291507e-09,1.9144240243780812e-11,4.799306701348277e-13,5.005542182096871e-09,1,0.000184061451012,both,True
train,reid,45,0,7.222449482924277e-08,0.0,,2.53780655157243e-07,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,7.870793181462765e-32,,0,168,1.4133510914115851e-08,4.896606028046222e-10,4.63422990154803e-14,,0,0.0,both,True
train,reid,45,5,4.0137788204219766e-08,1.0940514982848981e-07,0.6331270669877771,2.2655032694274269e-07,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,5.8082248543944205e-09,5.508900909520863e-12,1,168,4.615526761114669e-09,5.091828835476415e-11,4.5437857652974636e-13,4.802892094573065e-09,1,1.094051463341593e-07,both,True
train,reid,45,10,5.096273270055463e-08,4.6404014142353844e-07,0.8901760254097502,3.157115031626745e-07,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,3.3586351265515073e-08,1.782419443354886e-12,1,168,9.330168323056139e-10,1.9904056199665108e-11,3.122033608190249e-13,5.062193605581446e-09,1,4.6404013176076853e-07,both,True
train,reid,45,25,2.970836305848934e-07,3.134937742288457e-06,0.905234599533697,1.2509071893873625e-06,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,2.955966837745631e-07,1.464046598778008e-12,1,168,1.07501538230751e-09,6.673756677753562e-12,2.8049455260250473e-13,5.516585068980364e-09,1,3.1349375635643758e-06,both,True
train,reid,45,50,1.550801471239538e-06,1.3438479982141873e-05,0.8845999344196391,5.291032721288502e-06,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.500220659731511e-06,1.3375150273768781e-12,1,168,1.4975235768499292e-09,2.205811725988737e-12,3.27486214778875e-13,5.987872325197103e-09,1,1.3438480083460932e-05,both,True
train,reid,45,75,4.333070592110744e-06,3.157326864311472e-05,0.8627614188100328,1.2717982826870866e-05,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,3.859408736423617e-06,1.269112024372759e-12,1,168,1.419734886772337e-10,3.082149946936524e-12,3.300576461245675e-13,6.259381021635997e-09,1,3.1573268670424786e-05,both,True
train,reid,45,100,8.158346645359416e-06,5.785295434179716e-05,0.8589813305443377,2.3325916117755696e-05,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,7.50090567931626e-06,1.21955744954529e-12,1,168,3.728973846804286e-10,3.393930483287829e-12,3.252021060122066e-13,6.44931093283747e-09,1,5.7852958064942316e-05,both,True
train,reid,45,125,1.306579179072287e-05,9.246835543308408e-05,0.8586998575942221,3.7453828554134816e-05,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.2498724739453232e-05,1.3623303217236451e-12,1,168,1.0640970526621482e-09,8.102696096587432e-13,3.67344387652512e-13,6.597715378752473e-09,1,9.246835566311007e-05,both,True
train,reid,45,149,1.931014412548393e-05,0.0001336682325927,0.8555367737649678,5.532071736524813e-05,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.8619630310436903e-05,1.306130268795004e-12,1,168,6.760608747471369e-10,3.707379586659286e-12,3.803209575703365e-13,6.667428262505772e-09,1,0.00013366824208000002,both,True
train,reid,45,175,2.8133808882557787e-05,0.0001872494176495,0.8497522222728227,8.05707459221594e-05,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,2.6752827602511655e-05,1.301857508178689e-12,1,168,7.108406219329848e-11,1.9800210417533123e-12,4.12896505504263e-13,6.767472822636231e-09,1,0.00018724940576800002,both,True
train,reid,45,199,3.814669616986066e-05,0.0002450735773891,0.8443459446903474,0.0001100372464861,43,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,3.5677342629201735e-05,1.305781162310387e-12,1,168,4.103278625773999e-09,1.800911922694402e-11,3.6954013786313223e-13,6.8661605583642295e-09,1,0.00024507358573800004,both,True
train,reid,43,0,2.3379620017749406e-07,0.0,,8.301262965915157e-08,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,8.864230101881299e-32,,0,128,1.803426286867399e-10,6.40353713729618e-12,6.746712468057233e-14,,0,0.0,both,True
train,reid,43,5,1.1341772676587425e-07,1.0691530860640341e-07,-0.0608184014452855,2.8355467307505933e-08,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,4.621825949171977e-10,1.9052391805331973e-12,1,128,1.1520214855287528e-11,1.3688508409187361e-12,3.413807448948993e-13,4.344180017462292e-09,1,1.0691530346354801e-07,both,True
train,reid,43,10,4.5973575169000476e-08,4.315665478316078e-07,0.8934728018193412,2.982637425930079e-08,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,2.7847869490739553e-09,1.542711965796641e-12,1,128,4.607894417574359e-12,4.647314567830468e-13,2.989100067070404e-13,4.374420996447307e-09,1,4.3156654185452987e-07,both,True
train,reid,43,25,4.05651228163606e-08,2.7168591714143986e-06,0.9850691109634356,2.128524130284859e-07,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,2.283032178126487e-08,1.4306016257964539e-12,1,128,4.511306251129044e-12,4.2304126998413167e-13,2.9255457841012823e-13,4.370946886216449e-09,1,2.716859328996465e-06,both,True
train,reid,43,50,1.853371713878005e-07,1.0897718311753124e-05,0.9829930297255054,4.835209779230354e-07,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.011367402154121e-07,1.7807849650181699e-12,1,128,2.15727988823671e-12,3.381785901496305e-13,3.0563083566949304e-13,4.362092371896207e-09,1,1.0897718596723402e-05,both,True
train,reid,43,75,3.099994216881896e-07,2.454836430842988e-05,0.9873718909417628,5.877460580450133e-07,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,2.374834138658119e-07,1.648842835947879e-12,1,128,1.1074252598455069e-12,4.710226637172289e-13,3.02611937244977e-13,4.3636453678448704e-09,1,2.454836562931928e-05,both,True
train,reid,43,100,4.819395371669088e-07,4.367970905150287e-05,0.9889665121945146,7.993413078111189e-07,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,4.3432446951267707e-07,1.775964903703028e-12,1,128,7.517307685834252e-13,4.126184405838637e-13,2.868731121296085e-13,4.392974914702876e-09,1,4.367970812126566e-05,both,True
train,reid,43,125,7.338675800383498e-07,6.829092308180407e-05,0.989253804943312,1.1892783504663385e-06,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,6.940966195587143e-07,3.471038201600853e-12,1,128,1.750155906937369e-12,3.8550720295368313e-13,2.778469556573706e-13,4.411548759167971e-09,1,6.82909250732849e-05,both,True
train,reid,43,149,1.026293489303498e-06,9.70740511547774e-05,0.9894277257712552,1.6861820313351927e-06,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.0052621751605678e-06,2.063874109592065e-12,1,128,1.4879403254245268e-12,3.3094765050128985e-13,2.9828184028259294e-13,4.3877347076715575e-09,1,9.707405050166081e-05,both,True
train,reid,43,175,1.4270730162024847e-06,0.0001339756854576,0.9893482685956994,2.357070115976967e-06,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.4137564513958028e-06,2.75649403815221e-12,1,128,4.661944840863308e-13,4.2104315720152377e-13,2.9042865062014215e-13,4.424972624946699e-09,1,0.00013397567331100002,both,True
train,reid,43,199,1.9861622604366858e-06,0.0001733038807287,0.9885394242062876,3.184581828463706e-06,73,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.859087730718169e-06,2.023298049962834e-12,1,128,7.658873031935568e-12,6.366702451184107e-13,2.920554786799194e-13,4.395926596089436e-09,1,0.000173303869657,both,True
train,reid,73,0,1.0042164433343714e-07,0.0,,1.3009523058826744e-07,85,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,5.575448241680793e-32,,0,148,1.141936695506704e-10,9.877691456331678e-13,5.927581192241184e-14,,0,0.0,both,True
train,reid,73,5,3.80436588898192e-08,1.0321873844532092e-07,0.63142681781591,7.250199018926652e-08,85,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,3.162680248557333e-10,1.741069470259845e-12,1,148,1.030198391358557e-11,3.406232978612389e-13,2.485488445868898e-13,4.1042461009587e-09,1,1.032187430246041e-07,both,True
train,reid,73,10,2.3549313610260473e-08,4.108747191367002e-07,0.9426849292170116,7.584798566995232e-08,85,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.93269708678027e-09,1.653470494232693e-12,1,148,1.439793204322636e-12,4.4120243750047016e-13,3.208640213827133e-13,4.07659769097431e-09,1,4.1087473003126164e-07,both,True
train,reid,73,25,1.120182346880938e-07,2.558030018917634e-06,0.9562091789933368,3.785125670674461e-07,85,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.5837148689931052e-08,1.218199642752541e-12,1,148,4.340243684941915e-12,3.3657351056364633e-13,2.672788174030063e-13,4.081709394419261e-09,1,2.558030040708625e-06,both,True
train,reid,73,50,1.9515151450377746e-07,1.0220051990472712e-05,0.9809050370109956,1.6205443671424291e-06,85,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,7.001945236055785e-08,1.477744200936339e-12,1,148,1.022395436142e-12,3.2347424129340163e-13,2.9765774870119944e-13,4.072458643066023e-09,1,1.022005198912718e-05,both,True
train,reid,73,75,1.936524540724349e-07,2.298522122146096e-05,0.991574914498033,3.748929657376721e-06,85,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,1.6400956721959947e-07,1.471120660420542e-12,1,148,4.141493726707414e-13,3.366577356647694e-13,2.9290521432959833e-13,4.0926018313260985e-09,1,2.2985222451394315e-05,both,True
train,reid,73,100,2.858547816231294e-07,4.084977626916952e-05,0.9930022926015662,6.864503575343406e-06,85,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,2.988635375495221e-07,2.235851771679343e-12,1,148,8.769037794187611e-13,2.85288449680522e-13,2.814069300427642e-13,4.104472149920031e-09,1,4.084977538490043e-05,both,True
train,reid,73,125,4.6078525883785925e-07,6.38140772935003e-05,0.9927792537574652,1.089232955564512e-05,85,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,4.762613285639145e-07,1.838694332628807e-12,1,148,1.584111322508022e-12,4.1036230387863706e-13,2.5316492813867864e-13,4.101980095751785e-09,1,6.381407288560032e-05,both,True
train,reid,73,149,6.894331932016939e-07,9.065200720215216e-05,0.9923947277674252,1.54484423546819e-05,85,1,1,same_source_cyclic_next_latent,False,r16_d6,3456456,6.874060898618769e-07,1.5223090301937492e-12,1,148,7.172049446461629e-13,4.085784097658423e-13,3.1841902313988483e-13,4.091496044048007e-09,1,9.065200574987467e-05,both,True
