split,source,original_index,frame,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse,shuffled_original_index,valid,total,control,transfer_only,variant,seed,affine_x0_to_xt_mse,last_increment_extrapolation_mse,last_increment_extrapolation_valid,nodes,pca_in_sample_rank2_mse,pca_in_sample_rank4_mse,pca_in_sample_rank8_mse,persistence_mse,persistence_valid,zero_motion_mse,_merge,matched_motion_audit
train,lj_noisy,99,75,3.797685849349364e-06,2.276919803989585e-05,0.8332095033520673,4.63702554043266e-06,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,456,4.114897587865242e-06,4.3457965113702433e-13,1,126,9.852057552712197e-09,5.970437757740428e-10,9.142910343577156e-11,4.439309202482747e-09,1,2.2769198230668864e-05,both,True
train,lj_noisy,99,100,7.738596650597174e-06,4.133538095629774e-05,0.8127851619710754,9.07562116481131e-06,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,456,8.281961742919874e-06,2.2342597060693857e-12,1,126,2.800163662138472e-09,3.097231848288924e-10,9.757285609616762e-11,4.677679928501633e-09,1,4.1335382576068044e-05,both,True
train,lj_noisy,99,125,1.3739622772845904e-05,6.574357394129038e-05,0.7910119278712241,1.5826095477677882e-05,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,456,1.4506429379385291e-05,6.602084552903219e-11,1,126,1.126484546729079e-08,1.0437195256092492e-09,1.985616006387011e-11,5.291706945453994e-09,1,6.574358151259742e-05,both,True
train,lj_noisy,99,149,2.235813190054614e-05,9.555911674397066e-05,0.7660282695951474,2.5228948288713585e-05,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,456,2.3333536541527172e-05,7.319626479847203e-13,1,126,1.438132065801828e-08,1.9223578209421883e-10,1.667894006774425e-11,5.7838817201368925e-09,1,9.555910942824115e-05,both,True
train,lj_noisy,99,175,3.5488650610204786e-05,0.000135023263283,0.737166398239069,3.895579357049428e-05,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,456,3.659752021812155e-05,2.363072889785633e-12,1,126,2.9092160800955595e-09,1.4086084796584032e-09,3.4765880368848216e-11,5.542630249141759e-09,1,0.000135023255061,both,True
train,lj_noisy,99,199,4.916080797556788e-05,0.0001759650040185,0.7206216756009214,5.2820545533904806e-05,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,456,5.028484868009028e-05,1.3206203248792828e-11,1,126,4.994455787452401e-08,9.67961818779742e-09,2.508220638189051e-10,5.005019017596874e-09,1,0.000175964999642,both,True
train,lj_noisy,178,0,1.3590783964900766e-06,0.0,,1.7964143808057995e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.946855055936275e-32,,0,183,7.70798053859457e-08,3.3638434211772043e-09,5.243204028732543e-10,,0,0.0,both,True
train,lj_noisy,178,5,1.0312975291526527e-06,8.898146575120337e-08,-10.590026309930794,1.488561224505247e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.3914476183969563e-09,8.260514099509928e-12,1,183,4.771997431049224e-08,1.8484296623076971e-10,5.000015419289076e-11,3.6450648949444803e-09,1,8.898146347565509e-08,both,True
train,lj_noisy,178,10,8.235716109084024e-07,3.5017228583456017e-07,-1.3519040318841822,1.2650310736717074e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.63149394232534e-08,1.619319615009169e-12,1,183,2.6212303393504532e-08,2.112409425713982e-10,8.97177162674178e-11,3.473717036953728e-09,1,3.501723176220628e-07,both,True
train,lj_noisy,178,25,7.737398846074939e-07,2.1434675545606297e-06,0.639024214310491,1.2065851251463755e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.091855744290968e-07,3.8318533121403424e-13,1,183,3.4631009407503875e-09,3.9659994413954415e-10,7.43271167910083e-11,3.493589530993933e-09,1,2.143467522143216e-06,both,True
train,lj_noisy,178,50,2.222192279077717e-06,8.785852514847647e-06,0.7470715248950146,2.826583795467741e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.697338994724475e-06,2.8766309701327924e-13,1,183,1.419397966548137e-08,2.6695514761135296e-10,4.1600809305427425e-11,3.812874803588988e-09,1,8.785852129238566e-06,both,True
train,lj_noisy,178,75,5.52066148884478e-06,2.023533670580946e-05,0.7271771866657486,6.484172899945406e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,4.3390063019949336e-06,1.3441416648131178e-12,1,183,2.706227050351135e-08,7.852314507698206e-10,4.339724884400854e-11,3.7988360817694345e-09,1,2.023533666056726e-05,both,True
train,lj_noisy,178,100,9.868957931757905e-06,3.592209759517573e-05,0.7252677713039986,1.1241857464483472e-05,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,7.881904110917419e-06,2.266345102440865e-13,1,183,3.821764562108941e-09,8.193834200820414e-10,9.598921453487598e-12,3.590633379436036e-09,1,3.5922101417283005e-05,both,True
train,lj_noisy,178,125,1.4852327694825362e-05,5.6316977861570194e-05,0.7362726435475091,1.6621148461126722e-05,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.2249747493045911e-05,3.677621679895698e-13,1,183,1.0133804787779641e-08,7.103828509774799e-10,5.124115245719898e-11,3.855627560232954e-09,1,5.631698501521272e-05,both,True
train,lj_noisy,178,149,1.9109582353848964e-05,8.071761840255931e-05,0.763253887663724,2.124576349160634e-05,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.615537004519606e-05,2.4606481700947903e-13,1,183,1.23098506941333e-08,9.81810008650199e-10,1.550681658233889e-11,4.148490320715051e-09,1,8.07176098802416e-05,both,True
train,lj_noisy,178,175,2.3198066628538072e-05,0.0001124141563195,0.7936374973754188,2.6021674784715287e-05,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.006302410765975e-05,3.814240596703942e-12,1,183,2.470580864173045e-10,2.2956735101893441e-10,1.100332509348503e-11,4.094819068712237e-09,1,0.000112414153453,both,True
train,lj_noisy,178,199,2.7043241061619483e-05,0.0001466976100346,0.8156531585263064,3.111687328782864e-05,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.4054689464574643e-05,1.829417415302424e-12,1,183,1.5160464592915672e-08,2.8875959731006053e-09,1.2559917519977291e-10,4.285518756398404e-09,1,0.000146697609924,both,True
train,lj_noisy,199,0,1.3696915175387403e-06,0.0,,1.149087211160804e-06,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,5.329004670412336e-32,,0,124,1.234979963930016e-07,5.781540961478181e-09,1.001158246096218e-09,,0,0.0,both,True
train,lj_noisy,199,5,1.0379901596024863e-06,9.910389309197853e-08,-9.473757661963145,8.331373351211369e-07,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.921627149288393e-09,7.199949454972166e-12,1,124,6.596309394646588e-08,9.40315932163428e-10,1.175542112608525e-10,4.1919768633440905e-09,1,9.910389316271181e-08,both,True
train,lj_noisy,199,10,7.729516937615699e-07,4.115824481232266e-07,-0.8779996505831325,6.087682322686305e-07,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.844845611031817e-08,1.424218800497443e-12,1,124,3.021294882349797e-08,2.042487680817879e-10,1.7475880897167212e-10,4.400575321268389e-09,1,4.1158246020513276e-07,both,True
train,lj_noisy,199,25,5.929862254561158e-07,2.667711441972642e-06,0.7777172537755315,5.415951704890176e-07,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.059806539703343e-07,4.915061013405986e-13,1,124,1.0150084973155102e-09,7.085851630473689e-10,1.5876291260639728e-11,4.448325855441494e-09,1,2.667711492651892e-06,both,True
train,lj_noisy,199,50,1.9739259187190328e-06,1.0994632248184644e-05,0.8204645799731088,2.0798258901777444e-06,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.747898664642275e-06,3.7045296672640254e-13,1,124,1.47206054603313e-08,7.709344369949343e-11,1.172740303017395e-11,4.789811179412984e-09,1,1.0994631939050691e-05,both,True
train,lj_noisy,199,75,5.355248504201882e-06,2.538395165174734e-05,0.7890301487462357,5.654771939589409e-06,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,4.852281464566342e-06,1.436916721685236e-12,1,124,1.379029084333814e-08,3.587689664095285e-10,3.0143569127444173e-12,4.95269742133058e-09,1,2.538395023684518e-05,both,True
train,lj_noisy,199,100,1.092645925382385e-05,4.609454845194705e-05,0.7629554986265992,1.1341959179844707e-05,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,9.903439139780502e-06,5.812908420433345e-12,1,124,2.5060011539419633e-09,4.775600804500786e-10,3.929730317680499e-11,5.113907166872388e-09,1,4.6094550043561184e-05,both,True
train,lj_noisy,199,125,1.7363016013405286e-05,7.323205500142649e-05,0.7629041542932659,1.7863299945020117e-05,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.5719124078176783e-05,6.994745156463235e-12,1,124,6.2719829286766216e-09,5.14792501771188e-10,1.1051817998303458e-11,5.13648927808819e-09,1,7.323205129083091e-05,both,True
train,lj_noisy,199,149,2.420355122012552e-05,0.0001047892219503,0.7690263295246582,2.4946344638010487e-05,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.1611274312832964e-05,4.815690251346056e-12,1,124,3.054760455572152e-09,2.1230152777943633e-10,6.284959835961047e-12,5.038654049333978e-09,1,0.000104789215444,both,True
train,lj_noisy,199,175,3.343090429552831e-05,0.0001456237077945,0.7704295213888821,3.447120252531022e-05,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.8881955930159344e-05,9.75832011496005e-13,1,124,3.648144407855156e-10,2.9647694967948944e-10,7.105955168097488e-12,5.1085307364764305e-09,1,0.00014562371321500002,both,True
train,lj_noisy,199,199,4.460656418814324e-05,0.0001901433715829,0.7654056314622533,4.580261520459317e-05,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.6973367682176636e-05,7.752042244379041e-12,1,124,9.035106206443904e-09,2.2065345367617812e-09,1.584083700957866e-11,5.335251259251159e-09,1,0.000190143375524,both,True
train,lj_noisy,42,0,1.591506475051574e-06,0.0,,2.376727479713736e-06,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.315839398633833e-32,,0,182,4.109714969599825e-08,4.464457938612873e-09,3.566729316374297e-10,,0,0.0,both,True
train,lj_noisy,42,5,1.2548348422569688e-06,9.799599354209933e-08,-11.804960661150792,2.10761231755896e-06,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.660812357118708e-09,5.0881533724965845e-12,1,182,2.285018773634569e-08,2.837962244930496e-10,4.703748504829223e-11,4.07414551980313e-09,1,9.7995998089278e-08,both,True
train,lj_noisy,42,10,1.000447014121164e-06,4.02869886784174e-07,-1.4833005566810331,1.9125932340102736e-06,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.839130034623168e-08,1.286903451214218e-12,1,182,1.3823617155672121e-08,4.2559852195794047e-10,5.594895200554889e-11,4.249228116847058e-09,1,4.0286990140280865e-07,both,True
train,lj_noisy,42,25,7.73314297930483e-07,2.683668753888924e-06,0.7118443560480898,1.8861417174775848e-06,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.225384085403809e-07,8.032382911745112e-13,1,182,2.2321488277643462e-09,4.518659850191644e-10,4.070890726569952e-11,4.825966025007064e-09,1,2.6836686646340906e-06,both,True
train,lj_noisy,42,50,1.8079015262628677e-06,1.129412430600496e-05,0.8399254800744821,3.541018486430403e-06,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.1666943234190749e-06,4.341714947247331e-13,1,182,1.228075516139131e-08,3.004104054563623e-10,2.6603274162568818e-11,4.708677950568754e-09,1,1.1294124317180662e-05,both,True
train,lj_noisy,42,75,3.982658654422266e-06,2.5744931917870417e-05,0.8453031972612144,6.5630724748189095e-06,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.7396718612886922e-06,1.3011330693590542e-12,1,182,1.071730761843564e-08,1.4321024808053071e-10,1.297634640175682e-11,4.817499996048904e-09,1,2.574493083056026e-05,both,True
train,lj_noisy,42,100,6.708569799229736e-06,4.618121238308959e-05,0.8547337877667706,9.91708384390222e-06,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,5.107303100005573e-06,2.7736524080768866e-13,1,182,1.7294663200212312e-09,5.260730821595262e-10,1.916546152938208e-11,4.7645561195010385e-09,1,4.6181210315193575e-05,both,True
train,lj_noisy,42,125,9.737472282722592e-06,7.250723137985915e-05,0.8657034326450997,1.3924692211730871e-05,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,7.968612869268677e-06,3.199622788184256e-13,1,182,1.0840498711245039e-08,1.5871708636011782e-10,3.811388471602321e-12,4.789387690301528e-09,1,7.250723005851415e-05,both,True
train,lj_noisy,42,149,1.3303231753525324e-05,0.0001034081433317,0.8713521844131287,1.862791032181121e-05,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.108221695122706e-05,3.039834136472439e-13,1,182,3.473634501115447e-09,2.698311442494772e-10,6.580035166485218e-12,4.861592440602387e-09,1,0.00010340813519400001,both,True
train,lj_noisy,42,175,1.8030026694759727e-05,0.000143292825669,0.874173556069011,2.485988989064936e-05,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.5125870254797832e-05,9.070767959987293e-13,1,182,8.259394083206236e-10,2.8095544195223463e-10,1.15973745588991e-11,5.03892895814076e-09,1,0.000143292824936,both,True
train,lj_noisy,42,199,2.318219958397094e-05,0.0001860245247371,0.8753809498144015,3.189628114341758e-05,102,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.9460967338386053e-05,7.166591191806403e-12,1,182,9.741140062640192e-09,1.865759864694341e-09,4.555005714163179e-11,4.946397021861843e-09,1,0.000186024526729,both,True
train,lj_noisy,102,0,1.5540109643552569e-06,0.0,,1.5652049114578404e-06,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.9955354229781495e-32,,0,118,2.719232094298341e-08,3.3377942344029016e-09,7.183422117124942e-10,,0,0.0,both,True
train,lj_noisy,102,5,1.2444861567928456e-06,1.047859115033134e-07,-10.876464487818996,1.1294197292954775e-06,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,4.776046261161051e-09,1.1342502558480999e-11,1,118,1.126837130148227e-08,7.115528741630996e-10,1.309034666587408e-10,4.858571242749073e-09,1,1.0478591292016849e-07,both,True
train,lj_noisy,102,10,9.840898655966155e-07,4.6877312342985533e-07,-1.0992881554223095,7.685695209147525e-07,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.6841636934373356e-08,1.845787739130732e-12,1,118,5.949000619924982e-09,1.9157622443593082e-10,8.73604636236283e-11,5.488563423260622e-09,1,4.6877311933873855e-07,both,True
train,lj_noisy,102,25,8.16012232007779e-07,3.25413498103444e-06,0.7492383577314359,4.925175858261355e-07,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.736438363594758e-07,1.985311785817328e-12,1,118,1.9504459264964363e-09,2.1736740165687213e-10,2.623112532067997e-11,5.659354974290311e-09,1,3.2541349314988e-06,both,True
train,lj_noisy,102,50,2.0731231415993534e-06,1.3549693903769366e-05,0.8469985258469466,1.8676353192859096e-06,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.847772958139811e-06,4.247676495726397e-12,1,118,9.615009390171369e-09,8.528523161948211e-10,2.756623142692732e-11,5.6835382742374746e-09,1,1.3549692814541031e-05,both,True
train,lj_noisy,102,75,4.690316472988343e-06,3.12767515424639e-05,0.8500382475264292,4.678708137362264e-06,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,4.577698395740857e-06,9.90741560661586e-13,1,118,9.657829758242157e-09,1.3009934528643571e-10,9.840033391087171e-12,5.862028714959897e-09,1,3.127675259941034e-05,both,True
train,lj_noisy,102,100,8.58538714965107e-06,5.606986815109849e-05,0.8468805539810624,8.934268407756463e-06,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,8.508986493335976e-06,3.653052763572151e-13,1,118,6.077272975345852e-10,5.460710804746822e-10,5.11881440222122e-12,5.8347683869809965e-09,1,5.606987116345944e-05,both,True
train,lj_noisy,102,125,1.4327427379612344e-05,8.798276394372806e-05,0.837156429993767,1.501237966294866e-05,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.3875120729610532e-05,2.4883792377925678e-12,1,118,1.020630689806552e-08,9.326425118154381e-10,1.239868062689805e-11,5.75069808410345e-09,1,8.798275801573431e-05,both,True
train,lj_noisy,102,149,2.208611113019288e-05,0.000124813261209,0.8230467586837605,2.2976057152845897e-05,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.0497744076586353e-05,2.299172861446272e-11,1,118,1.187126990654702e-08,1.114151972582756e-09,3.049538376236573e-11,5.876996725131322e-09,1,0.000124813264439,both,True
train,lj_noisy,102,175,3.3337964850943536e-05,0.0001706574548734,0.8046498181068739,3.450932490522973e-05,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.906754611963883e-05,2.16812360392592e-12,1,118,5.525969430587213e-10,5.122556099626406e-10,2.121697177219035e-11,5.514404735323328e-09,1,0.000170657466629,both,True
train,lj_noisy,102,199,4.712169538834132e-05,0.0002185022167395,0.7843422547767426,4.821017137146555e-05,99,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.8802359461694885e-05,1.726380159884311e-12,1,118,5.0304192037710886e-08,5.9446143682336894e-09,4.012252365489666e-11,5.432383235173701e-09,1,0.00021850220978200002,both,True
train,lj_noisy,99,0,1.5312218692997703e-06,0.0,,9.01445957879332e-07,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,4.913382486876501e-32,,0,126,7.004808274426052e-08,6.721814231901146e-09,2.315486266114816e-10,,0,0.0,both,True
train,lj_noisy,99,5,1.163470869869343e-06,8.34548146144698e-08,-12.941327115087915,6.200057214300614e-07,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,4.044597363093289e-09,8.216032199079563e-12,1,126,3.705394652435202e-08,1.15849277323383e-09,4.053984214880429e-11,3.5548560400610033e-09,1,8.3454820437548e-08,both,True
train,lj_noisy,99,10,8.7477258148283e-07,3.481648036540719e-07,-1.5125244490594256,4.261602271071752e-07,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.8637425579692872e-08,1.8967208639820893e-12,1,126,1.750734840320878e-08,6.117924490085879e-10,2.980802387103477e-11,3.802999545740158e-09,1,3.481647710313303e-07,both,True
train,lj_noisy,99,25,5.898496056033764e-07,2.362971372349421e-06,0.7503780145178359,3.60325344672674e-07,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.14521251933342e-07,1.0363100171646971e-12,1,126,2.7300030195110975e-09,1.37537870231558e-09,2.5549008517683068e-11,4.104195033633815e-09,1,2.3629715786892757e-06,both,True
train,lj_noisy,99,50,1.546470912217046e-06,9.879052413452882e-06,0.8434595903033042,1.4575184650311712e-06,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.569048780155404e-06,1.0502534224671021e-12,1,126,1.4264275221418541e-08,1.670645105321467e-10,1.9722809964015557e-11,4.296476581634994e-09,1,9.879052441320144e-06,both,True
train,lj_noisy,99,75,3.930912953364896e-06,2.276919803989585e-05,0.8273583045622772,3.858539002976613e-06,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,4.114897587865242e-06,4.3457965113702433e-13,1,126,9.852057552712197e-09,5.970437757740428e-10,9.142910343577156e-11,4.439309202482747e-09,1,2.2769198230668864e-05,both,True
train,lj_noisy,99,100,7.869664841564372e-06,4.133538095629774e-05,0.8096143144323587,7.899573574832175e-06,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,8.281961742919874e-06,2.2342597060693857e-12,1,126,2.800163662138472e-09,3.097231848288924e-10,9.757285609616762e-11,4.677679928501633e-09,1,4.1335382576068044e-05,both,True
train,lj_noisy,99,125,1.3906949789088683e-05,6.574357394129038e-05,0.7884667815365846,1.4198934877640568e-05,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,1.4506429379385291e-05,6.602084552903219e-11,1,126,1.126484546729079e-08,1.0437195256092492e-09,1.985616006387011e-11,5.291706945453994e-09,1,6.574358151259742e-05,both,True
train,lj_noisy,99,149,2.258260428789072e-05,9.555911674397066e-05,0.7636792275048359,2.3166841856436804e-05,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,2.3333536541527172e-05,7.319626479847203e-13,1,126,1.438132065801828e-08,1.9223578209421883e-10,1.667894006774425e-11,5.7838817201368925e-09,1,9.555910942824115e-05,both,True
train,lj_noisy,99,175,3.5665954783326015e-05,0.000135023263283,0.7358532602744687,3.64909392374102e-05,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,3.659752021812155e-05,2.363072889785633e-12,1,126,2.9092160800955595e-09,1.4086084796584032e-09,3.4765880368848216e-11,5.542630249141759e-09,1,0.000135023255061,both,True
train,lj_noisy,99,199,4.929751230520196e-05,0.0001759650040185,0.7198447919791092,5.0072205340256914e-05,178,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,786,5.028484868009028e-05,1.3206203248792828e-11,1,126,4.994455787452401e-08,9.67961818779742e-09,2.508220638189051e-10,5.005019017596874e-09,1,0.000175964999642,both,True
train,lj_noisy,178,0,1.7654248267717776e-06,0.0,,1.9417634575802367e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,3.946855055936275e-32,,0,183,7.70798053859457e-08,3.3638434211772043e-09,5.243204028732543e-10,,0,0.0,both,True
train,lj_noisy,178,5,1.3853284599463225e-06,8.898146575120337e-08,-14.568730501920143,1.720216459943913e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,3.3914476183969563e-09,8.260514099509928e-12,1,183,4.771997431049224e-08,1.8484296623076971e-10,5.000015419289076e-11,3.6450648949444803e-09,1,8.898146347565509e-08,both,True
train,lj_noisy,178,10,1.1305571661068825e-06,3.5017228583456017e-07,-2.228574081505174,1.5493237697228324e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,2.63149394232534e-08,1.619319615009169e-12,1,183,2.6212303393504532e-08,2.112409425713982e-10,8.97177162674178e-11,3.473717036953728e-09,1,3.501723176220628e-07,both,True
train,lj_noisy,178,25,9.542402494844282e-07,2.1434675545606297e-06,0.5548146985224465,1.6447288544441108e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,3.091855744290968e-07,3.8318533121403424e-13,1,183,3.4631009407503875e-09,3.9659994413954415e-10,7.43271167910083e-11,3.493589530993933e-09,1,2.143467522143216e-06,both,True
train,lj_noisy,178,50,2.111193907694542e-06,8.785852514847647e-06,0.7597052870934573,3.542112153809285e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,1.697338994724475e-06,2.8766309701327924e-13,1,183,1.419397966548137e-08,2.6695514761135296e-10,4.1600809305427425e-11,3.812874803588988e-09,1,8.785852129238566e-06,both,True
train,lj_noisy,178,75,4.928813723381609e-06,2.023533670580946e-05,0.756425415843633,7.179061412898591e-06,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,4.3390063019949336e-06,1.3441416648131178e-12,1,183,2.706227050351135e-08,7.852314507698206e-10,4.339724884400854e-11,3.7988360817694345e-09,1,2.023533666056726e-05,both,True
train,lj_noisy,178,100,8.717033779248595e-06,3.592209759517573e-05,0.757335056613752,1.1439112313382792e-05,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,7.881904110917419e-06,2.266345102440865e-13,1,183,3.821764562108941e-09,8.193834200820414e-10,9.598921453487598e-12,3.590633379436036e-09,1,3.5922101417283005e-05,both,True
train,lj_noisy,178,125,1.3131612831784878e-05,5.6316977861570194e-05,0.7668267486926765,1.6550264263059944e-05,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,1.2249747493045911e-05,3.677621679895698e-13,1,183,1.0133804787779641e-08,7.103828509774799e-10,5.124115245719898e-11,3.855627560232954e-09,1,5.631698501521272e-05,both,True
train,lj_noisy,178,149,1.7114349248004146e-05,8.071761840255931e-05,0.7879725692270735,2.1186966478126124e-05,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,1.615537004519606e-05,2.4606481700947903e-13,1,183,1.23098506941333e-08,9.81810008650199e-10,1.550681658233889e-11,4.148490320715051e-09,1,8.07176098802416e-05,both,True
train,lj_noisy,178,175,2.129971471731551e-05,0.0001124141563195,0.8105246223904026,2.562240661063697e-05,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,2.006302410765975e-05,3.814240596703942e-12,1,183,2.470580864173045e-10,2.2956735101893441e-10,1.100332509348503e-11,4.094819068712237e-09,1,0.000112414153453,both,True
train,lj_noisy,178,199,2.544070957810618e-05,0.0001466976100346,0.8265772048221884,2.9834051019861363e-05,199,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,2.4054689464574643e-05,1.829417415302424e-12,1,183,1.5160464592915672e-08,2.8875959731006053e-09,1.2559917519977291e-10,4.285518756398404e-09,1,0.000146697609924,both,True
train,lj_noisy,199,0,1.3698686416319106e-06,0.0,,1.6208183524213382e-06,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,5.329004670412336e-32,,0,124,1.234979963930016e-07,5.781540961478181e-09,1.001158246096218e-09,,0,0.0,both,True
train,lj_noisy,199,5,1.1135832664876943e-06,9.910389309197853e-08,-10.23652393205356,1.2464289511626705e-06,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,3.921627149288393e-09,7.199949454972166e-12,1,124,6.596309394646588e-08,9.40315932163428e-10,1.175542112608525e-10,4.1919768633440905e-09,1,9.910389316271181e-08,both,True
train,lj_noisy,199,10,8.902780450625869e-07,4.115824481232266e-07,-1.163061250843331,9.56211238190008e-07,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,2.844845611031817e-08,1.424218800497443e-12,1,124,3.021294882349797e-08,2.042487680817879e-10,1.7475880897167212e-10,4.400575321268389e-09,1,4.1158246020513276e-07,both,True
train,lj_noisy,199,25,7.634837970726949e-07,2.667711441972642e-06,0.713805704372533,7.280638669726613e-07,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,3.059806539703343e-07,4.915061013405986e-13,1,124,1.0150084973155102e-09,7.085851630473689e-10,1.5876291260639728e-11,4.448325855441494e-09,1,2.667711492651892e-06,both,True
train,lj_noisy,199,50,2.1351643226807937e-06,1.0994632248184644e-05,0.8057993869660045,2.1478965663845884e-06,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,1.747898664642275e-06,3.7045296672640254e-13,1,124,1.47206054603313e-08,7.709344369949343e-11,1.172740303017395e-11,4.789811179412984e-09,1,1.0994631939050691e-05,both,True
train,lj_noisy,199,75,5.389855232351692e-06,2.538395165174734e-05,0.7876668177477925,5.534390311368043e-06,42,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,2026,4.852281464566342e-06,1.436916721685236e-12,1,124,1.379029084333814e-08,3.587689664095285e-10,3.0143569127444173e-12,4.95269742133058e-09,1,2.538395023684518e-05,both,True
