variant,source,frame,seeds,unique_networks,evaluations,coordinate_valid,coordinate_mse,zero_motion_mse,affine_x0_to_xt_mse,pca_in_sample_rank4_mse,shuffled_same_source_coordinate_mse,ae_over_affine_mse,shuffled_over_ae_mse
r16_d4,reid,199,5,5,25,25,2.1381640603976848e-05,0.00018736525662380003,2.036958465388666e-05,8.013173975041908e-12,4.308109917472924e-05,1.0496846630545842,2.014864058968255
r16_d6,depablo_low_temp,5,5,5,25,25,9.98342926017415e-07,1.0330704498472887e-07,4.372092237277946e-09,7.781693536739708e-12,1.3349298164655465e-06,228.3444337027484,1.33714556559322
r16_d6,depablo_low_temp,10,5,5,25,25,7.342384159869652e-07,4.278319277541216e-07,2.4954174088918685e-08,1.118432041926718e-12,1.1239374182991923e-06,29.42347093398759,1.5307526735554862
r16_d6,depablo_low_temp,25,5,5,25,25,4.1728754027303696e-07,2.764258881519992e-06,2.0117711658352973e-07,1.8002288390329277e-12,1.1548289472784746e-06,2.0742296507653597,2.7674656821117978
r16_d6,depablo_low_temp,50,5,5,25,25,7.698955877799562e-07,1.1252334530167582e-05,8.95106097426774e-07,4.3793566553556915e-13,2.924056573192502e-06,0.8601165716480209,3.7979910777566714
r16_d6,depablo_low_temp,75,5,5,25,25,1.605763899306112e-06,2.5546909560774275e-05,2.106854597293095e-06,9.206131302821488e-13,6.574989483851823e-06,0.7621617084393063,4.094617824384413
r16_d6,depablo_low_temp,100,5,5,25,25,2.8199013502216985e-06,4.572099040783272e-05,3.856385888030757e-06,3.4891008753279574e-13,1.1955316640523961e-05,0.7312290398567105,4.239622297277897
r16_d6,depablo_low_temp,125,5,5,25,25,4.497686461490957e-06,7.185182385627643e-05,6.16406316275599e-06,4.864029770351856e-13,1.88080807129154e-05,0.7296626174544284,4.181723398006857
r16_d6,depablo_low_temp,149,5,5,25,25,6.724983195454115e-06,0.00010261770591026967,8.924335227320942e-06,9.312472623151731e-13,2.7092954915133306e-05,0.7535556457881888,4.028702247679567
r16_d6,depablo_low_temp,175,5,5,25,25,1.0096018681906572e-05,0.0001423011971972,1.2538439479607814e-05,3.455010452420198e-13,3.882288365275599e-05,0.8052053605495699,3.8453656709581807
r16_d6,depablo_low_temp,199,5,5,25,25,1.4449665341089713e-05,0.00018488138315240002,1.647194945541349e-05,3.1700798251106407e-12,5.307741557771208e-05,0.8772286109912051,3.6732626206074666
r16_d6,lj_noisy,5,5,5,25,25,1.734535867115028e-07,9.486441761707228e-08,3.75890614981168e-09,6.558001540568354e-10,2.449153474515242e-07,46.144697366331634,1.4119935603227416
r16_d6,lj_noisy,10,5,5,25,25,1.3658009507366844e-07,3.963125139200146e-07,2.7726751678773896e-08,3.288913812111291e-10,2.3256700529827867e-07,4.925932062147287,1.7027884273534655
r16_d6,lj_noisy,25,5,5,25,25,3.9081309353150575e-07,2.622390837923455e-06,3.051739450465259e-07,6.299594392357058e-10,6.135436740350997e-07,1.2806240502344444,1.5699158605228214
r16_d6,lj_noisy,50,5,5,25,25,1.7288241724600084e-06,1.0900670728266218e-05,1.605750744216208e-06,3.3287516469883534e-10,2.3607252251167665e-06,1.0766454125505478,1.3655091493529978
r16_d6,lj_noisy,75,5,5,25,25,4.21480155637255e-06,2.5082033711610382e-05,4.124711122291213e-06,4.028707572640717e-10,5.456370345200412e-06,1.0218416348224872,1.2945734863722536
r16_d6,lj_noisy,100,5,5,25,25,8.086711350188125e-06,4.5120623103113054e-05,7.936718917391868e-06,5.357621695990441e-10,9.967693167709512e-06,1.0188985441411533,1.2326015775841472
r16_d6,lj_noisy,125,5,5,25,25,1.3012113522563595e-05,7.115652117857791e-05,1.2863806909897439e-05,6.720508953066945e-10,1.548906417156104e-05,1.0115289831155696,1.1903572885913039
r16_d6,lj_noisy,149,5,5,25,25,1.8538262047513853e-05,0.00010185746687709655,1.8536028385473923e-05,5.540660870712175e-10,2.1470673455041834e-05,1.0001205038098495,1.158181570635487
r16_d6,lj_noisy,175,5,5,25,25,2.6097700465470553e-05,0.0001414022826588,2.594718332607546e-05,5.455727664543405e-10,2.9469263608916663e-05,1.0058009047650205,1.1291900467593676
r16_d6,lj_noisy,199,5,5,25,25,3.5143203422194344e-05,0.0001834665443202,3.39152465253845e-05,4.516824586117567e-09,3.889514075126499e-05,1.0362066333762532,1.1067613923522166
r16_d6,reid,5,5,5,25,25,1.0205293861531572e-07,1.0300576369152964e-07,3.4468657469043684e-09,3.390114281250994e-11,1.4475850306894245e-07,29.60745967752574,1.4184648186820328
r16_d6,reid,10,5,5,25,25,8.072453923091416e-08,4.223456105070434e-07,2.1099180744044667e-08,9.9706653904948e-12,1.5492001850248017e-07,3.8259560980204887,1.9191192663153933
r16_d6,reid,25,5,5,25,25,2.7802273272925504e-07,2.730813257314309e-06,1.8912829531911967e-07,5.456425814145832e-12,5.52203745485258e-07,1.4700218825540734,1.9861819933372382
r16_d6,reid,50,5,5,25,25,1.1947869359119067e-06,1.1211941868125954e-05,9.26532267996886e-07,9.50706910526163e-13,2.323740076235481e-06,1.2895254457731657,1.944899133385581
r16_d6,reid,75,5,5,25,25,2.804983444661957e-06,2.562586217425644e-05,2.318738281408706e-06,2.0941629734733575e-12,5.524440554154353e-06,1.209702477917362,1.9695091479658025
r16_d6,reid,100,5,5,25,25,4.9597118697874974e-06,4.6070201792877205e-05,4.424947193655038e-06,1.6363214344433401e-12,9.894258989788795e-06,1.1208522164737382,1.9949261669937939
r16_d6,reid,125,5,5,25,25,7.625574655776291e-06,7.261199486532741e-05,7.282684138910498e-06,6.498826789687972e-13,1.5439459939443623e-05,1.047082986207485,2.0246946146869598
r16_d6,reid,149,5,5,25,25,1.0939103419786989e-05,0.00010387085302100449,1.0755859999921008e-05,1.9496544489897556e-12,2.2286202247414623e-05,1.0170366125876804,2.0372969696129437
r16_d6,reid,175,5,5,25,25,1.573373088376684e-05,0.0001441765827672,1.5348147402845737e-05,9.784617862978829e-13,3.197159102910518e-05,1.025122477052156,2.032041304462099
r16_d6,reid,199,5,5,25,25,2.1558218240897985e-05,0.00018736525662380003,2.036958465388666e-05,8.013173975041908e-12,4.3445940009395e-05,1.0583533541409018,2.0152843581003337
r16_d8,depablo_low_temp,5,5,5,25,25,1.7462465508089054e-06,1.0330704498472887e-07,4.372092237277946e-09,7.781693536739708e-12,2.2746827372088774e-06,399.4075275722257,1.3026125870686398
r16_d8,depablo_low_temp,10,5,5,25,25,1.3833022544673668e-06,4.278319277541216e-07,2.4954174088918685e-08,1.118432041926718e-12,1.967501683566297e-06,55.433702174965795,1.4223223284804616
r16_d8,depablo_low_temp,25,5,5,25,25,8.157356830906793e-07,2.764258881519992e-06,2.0117711658352973e-07,1.8002288390329277e-12,1.7662544541963144e-06,4.0548134745334306,2.1652288735295806
r16_d8,depablo_low_temp,50,5,5,25,25,9.484235332024582e-07,1.1252334530167582e-05,8.95106097426774e-07,4.3793566553556915e-13,3.375976089046162e-06,1.059565492771147,3.5595659226704353
r16_d8,depablo_low_temp,75,5,5,25,25,1.7037960640209349e-06,2.5546909560774275e-05,2.106854597293095e-06,9.206131302821488e-13,6.9536990031338065e-06,0.8086918130040804,4.081297726867131
r16_d8,depablo_low_temp,100,5,5,25,25,2.910204217414503e-06,4.572099040783272e-05,3.856385888030757e-06,3.4891008753279574e-13,1.2231415712449235e-05,0.7546454898217105,4.202940686862149
r16_d8,depablo_low_temp,125,5,5,25,25,4.6321481977429355e-06,7.185182385627643e-05,6.16406316275599e-06,4.864029770351856e-13,1.9128572748741135e-05,0.7514764329040188,4.129525207777623
r16_d8,depablo_low_temp,149,5,5,25,25,6.893330448747292e-06,0.00010261770591026967,8.924335227320942e-06,9.312472623151731e-13,2.764019238384208e-05,0.7724194881926963,4.009700766465513
r16_d8,depablo_low_temp,175,5,5,25,25,1.027139012421685e-05,0.0001423011971972,1.2538439479607814e-05,3.455010452420198e-13,3.9687314492766743e-05,0.8191920646043687,3.863869837754092
r16_d8,depablo_low_temp,199,5,5,25,25,1.4634006538472022e-05,0.00018488138315240002,1.647194945541349e-05,3.1700798251106407e-12,5.4133076991998265e-05,0.8884198302139987,3.6991289329880574
r16_d8,lj_noisy,5,5,5,25,25,3.2997830118119964e-07,9.486441761707228e-08,3.75890614981168e-09,6.558001540568354e-10,4.273792281850319e-07,87.78572489705056,1.2951737331066109
r16_d8,lj_noisy,10,5,5,25,25,2.2758646622378365e-07,3.963125139200146e-07,2.7726751678773896e-08,3.288913812111291e-10,3.4487047258835444e-07,8.208190734366173,1.5153382286328332
r16_d8,lj_noisy,25,5,5,25,25,3.5862369884398504e-07,2.622390837923455e-06,3.051739450465259e-07,6.299594392357058e-10,5.836120828917046e-07,1.1751452070697266,1.62736619128341
r16_d8,lj_noisy,50,5,5,25,25,1.6708233988538267e-06,1.0900670728266218e-05,1.605750744216208e-06,3.3287516469883534e-10,2.2602785656999913e-06,1.0405247544626746,1.3527932199480368
r16_d8,lj_noisy,75,5,5,25,25,4.203558182780398e-06,2.5082033711610382e-05,4.124711122291213e-06,4.028707572640717e-10,5.38524053808942e-06,1.01911577760272,1.2811147851241138
r16_d8,lj_noisy,100,5,5,25,25,8.097726222331403e-06,4.5120623103113054e-05,7.936718917391868e-06,5.357621695990441e-10,9.93787702100235e-06,1.0202863811375147,1.227242901049963
r16_d8,lj_noisy,125,5,5,25,25,1.310118786932435e-05,7.115652117857791e-05,1.2863806909897439e-05,6.720508953066945e-10,1.552349316625623e-05,1.018453398833612,1.184892035828565
r16_d8,lj_noisy,149,5,5,25,25,1.882304008177016e-05,0.00010185746687709655,1.8536028385473923e-05,5.540660870712175e-10,2.164372654078761e-05,1.0154839909784104,1.1498528636587904
r16_d8,lj_noisy,175,5,5,25,25,2.6604648592183367e-05,0.0001414022826588,2.594718332607546e-05,5.455727664543405e-10,2.9821969001204706e-05,1.0253385987159227,1.120930761324418
r16_d8,lj_noisy,199,5,5,25,25,3.562530924682505e-05,0.0001834665443202,3.39152465253845e-05,4.516824586117567e-09,3.9271770874620414e-05,1.0504216509280162,1.1023559291101546
r16_d8,reid,5,5,5,25,25,3.8451795781213604e-07,1.0300576369152964e-07,3.4468657469043684e-09,3.390114281250994e-11,4.591234515771703e-07,111.55582666875604,1.1940234318041507
r16_d8,reid,10,5,5,25,25,2.880582847808455e-07,4.223456105070434e-07,2.1099180744044667e-08,9.9706653904948e-12,3.897176484812803e-07,13.652581504244006,1.3529124801176164
r16_d8,reid,25,5,5,25,25,3.5895665504881437e-07,2.730813257314309e-06,1.8912829531911967e-07,5.456425814145832e-12,6.378976161158789e-07,1.8979532091860722,1.777088144609358
r16_d8,reid,50,5,5,25,25,1.2148118577215428e-06,1.1211941868125954e-05,9.26532267996886e-07,9.50706910526163e-13,2.2723850341321848e-06,1.311138208222259,1.8705654045838735
r16_d8,reid,75,5,5,25,25,2.708577277985569e-06,2.562586217425644e-05,2.318738281408706e-06,2.0941629734733575e-12,5.308684347937742e-06,1.1681254843215956,1.959953068751257
r16_d8,reid,100,5,5,25,25,4.807162166571289e-06,4.6070201792877205e-05,4.424947193655038e-06,1.6363214344433401e-12,9.665425875482469e-06,1.0863772958611373,2.010630293002231
r16_d8,reid,125,5,5,25,25,7.5213260288364834e-06,7.261199486532741e-05,7.282684138910498e-06,6.498826789687972e-13,1.5323480629376717e-05,1.0327683976641182,2.0373376410791213
r16_d8,reid,149,5,5,25,25,1.0892839445659775e-05,0.00010387085302100449,1.0755859999921008e-05,1.9496544489897556e-12,2.2245595168897125e-05,1.0127353317856287,2.0422218908000915
r16_d8,reid,175,5,5,25,25,1.563884841516483e-05,0.0001441765827672,1.5348147402845737e-05,9.784617862978829e-13,3.1793755274520665e-05,1.0189404626297238,2.0329984939102417
r16_d8,reid,199,5,5,25,25,2.1147501192899655e-05,0.00018736525662380003,2.036958465388666e-05,8.013173975041908e-12,4.274404295755373e-05,1.0381901031479581,2.0212337414079538
r96_d4,depablo_low_temp,5,5,5,25,25,2.0024465763412993e-06,1.0330704498472887e-07,4.372092237277946e-09,7.781693536739708e-12,2.759624524486526e-06,458.0064801167181,1.3781264165002982
r96_d4,depablo_low_temp,10,5,5,25,25,1.6294394686156011e-06,4.278319277541216e-07,2.4954174088918685e-08,1.118432041926718e-12,2.448257604612536e-06,65.29727102205241,1.502515221809753
r96_d4,depablo_low_temp,25,5,5,25,25,9.91201444833223e-07,2.764258881519992e-06,2.0117711658352973e-07,1.8002288390329277e-12,2.2306464097709977e-06,4.927008904721384,2.25044709266573
r96_d4,depablo_low_temp,50,5,5,25,25,9.808870390770608e-07,1.1252334530167582e-05,8.95106097426774e-07,4.3793566553556915e-13,3.7703799807786708e-06,1.0958332670248672,3.8438472837058875
r96_d4,depablo_low_temp,75,5,5,25,25,1.704228251924178e-06,2.5546909560774275e-05,2.106854597293095e-06,9.206131302821488e-13,7.17619210263365e-06,0.8088969471902736,4.210816300299734
r96_d4,depablo_low_temp,100,5,5,25,25,2.849248971870111e-06,4.572099040783272e-05,3.856385888030757e-06,3.4891008753279574e-13,1.2201145218568853e-05,0.7388391760050405,4.282232033433219
r96_d4,depablo_low_temp,125,5,5,25,25,4.366116522760421e-06,7.185182385627643e-05,6.16406316275599e-06,4.864029770351856e-13,1.882330445369007e-05,0.7083179402088255,4.311223568030035
r96_d4,depablo_low_temp,149,5,5,25,25,6.246963166631758e-06,0.00010261770591026967,8.924335227320942e-06,9.312472623151731e-13,2.689310767891584e-05,0.6999919890399586,4.304988994102888
r96_d4,depablo_low_temp,175,5,5,25,25,9.107214900723193e-06,0.0001423011971972,1.2538439479607814e-05,3.455010452420198e-13,3.800643899012357e-05,0.7263435705483865,4.173223032993932
r96_d4,depablo_low_temp,199,5,5,25,25,1.3104684794598143e-05,0.00018488138315240002,1.647194945541349e-05,3.1700798251106407e-12,5.1132860753565176e-05,0.7955758260471897,3.901876432361239
r96_d4,lj_noisy,5,5,5,25,25,4.332270236773184e-07,9.486441761707228e-08,3.75890614981168e-09,6.558001540568354e-10,5.546763469510552e-07,115.25348237253088,1.2803364440261609
r96_d4,lj_noisy,10,5,5,25,25,3.1957450886466176e-07,3.963125139200146e-07,2.7726751678773896e-08,3.288913812111291e-10,4.606277275343018e-07,11.525854617485205,1.44137819117912
r96_d4,lj_noisy,25,5,5,25,25,4.2195086052743136e-07,2.622390837923455e-06,3.051739450465259e-07,6.299594392357058e-10,6.704349573283253e-07,1.382656899045238,1.5888934471902558
r96_d4,lj_noisy,50,5,5,25,25,1.7269656245844089e-06,1.0900670728266218e-05,1.605750744216208e-06,3.3287516469883534e-10,2.317717794539931e-06,1.0754879801892092,1.3420752338933704
r96_d4,lj_noisy,75,5,5,25,25,4.331612635724014e-06,2.5082033711610382e-05,4.124711122291213e-06,4.028707572640717e-10,5.439227561510052e-06,1.0501614555052452,1.2557049807850382
r96_d4,lj_noisy,100,5,5,25,25,8.344307007064344e-06,4.5120623103113054e-05,7.936718917391868e-06,5.357621695990441e-10,1.0013342434831429e-05,1.0513547341054654,1.2000208556988696
r96_d4,lj_noisy,125,5,5,25,25,1.3385615566221532e-05,7.115652117857791e-05,1.2863806909897439e-05,6.720508953066945e-10,1.5594206961395684e-05,1.0405640927276834,1.1649973723096836
r96_d4,lj_noisy,149,5,5,25,25,1.8988703886861912e-05,0.00010185746687709655,1.8536028385473923e-05,5.540660870712175e-10,2.147141480236314e-05,1.024421385853225,1.1307467287021622
r96_d4,lj_noisy,175,5,5,25,25,2.658562640135642e-05,0.0001414022826588,2.594718332607546e-05,5.455727664543405e-10,2.9069032134430017e-05,1.0246054867404186,1.0934115937530398
r96_d4,lj_noisy,199,5,5,25,25,3.569017695554067e-05,0.0001834665443202,3.39152465253845e-05,4.516824586117567e-09,3.7970797711750494e-05,1.0523342924494943,1.0639005169139621
r96_d4,reid,5,5,5,25,25,2.8418815851694034e-07,1.0300576369152964e-07,3.4468657469043684e-09,3.390114281250994e-11,3.7606067316175995e-07,82.44828182593704,1.3232805867924406
r96_d4,reid,10,5,5,25,25,2.2166066614204284e-07,4.223456105070434e-07,2.1099180744044667e-08,9.9706653904948e-12,3.423873144470235e-07,10.505652746948837,1.5446462397059548
r96_d4,reid,25,5,5,25,25,3.3379763081597957e-07,2.730813257314309e-06,1.8912829531911967e-07,5.456425814145832e-12,6.45772457090743e-07,1.7649269785504949,1.934622649993442
r96_d4,reid,50,5,5,25,25,1.1643574401887236e-06,1.1211941868125954e-05,9.26532267996886e-07,9.50706910526163e-13,2.2786337325442217e-06,1.2566830971855985,1.9569881669454456
r96_d4,reid,75,5,5,25,25,2.6936675749311688e-06,2.562586217425644e-05,2.318738281408706e-06,2.0941629734733575e-12,5.2656285583907444e-06,1.1616953912084815,1.9548175162353867
r96_d4,reid,100,5,5,25,25,4.877207866229582e-06,4.6070201792877205e-05,4.424947193655038e-06,1.6363214344433401e-12,9.569958901920472e-06,1.1022070214132824,1.9621798300179298
r96_d4,reid,125,5,5,25,25,7.6171707200956006e-06,7.261199486532741e-05,7.282684138910498e-06,6.498826789687972e-13,1.5254414918217663e-05,1.0459290249041533,2.0026352931769673
r96_d4,reid,149,5,5,25,25,1.0872725290482777e-05,0.00010387085302100449,1.0755859999921008e-05,1.9496544489897556e-12,2.2282443053427416e-05,1.0108652669858689,2.0493889487791903
r96_d4,reid,175,5,5,25,25,1.5518613561198436e-05,0.0001441765827672,1.5348147402845737e-05,9.784617862978829e-13,3.228249768653768e-05,1.0111066276520835,2.080243673781167
r96_d4,reid,199,5,5,25,25,2.137585762739036e-05,0.00018736525662380003,2.036958465388666e-05,8.013173975041908e-12,4.4343684685362537e-05,1.0494007605261455,2.074475113856574
r96_d8,depablo_low_temp,5,5,5,25,25,1.5674457237935258e-06,1.0330704498472887e-07,4.372092237277946e-09,7.781693536739708e-12,2.0735034181029734e-06,358.5115863816756,1.3228550032882087
r96_d8,depablo_low_temp,10,5,5,25,25,1.2229041749378667e-06,4.278319277541216e-07,2.4954174088918685e-08,1.118432041926718e-12,1.7907642330783347e-06,49.00599677554216,1.464353683451379
r96_d8,depablo_low_temp,25,5,5,25,25,6.918537854971873e-07,2.764258881519992e-06,2.0117711658352973e-07,1.8002288390329277e-12,1.647921465064428e-06,3.439028241613783,2.381892676759991
r96_d8,depablo_low_temp,50,5,5,25,25,8.414324457817202e-07,1.1252334530167582e-05,8.95106097426774e-07,4.3793566553556915e-13,3.2336542062694206e-06,0.9400365478468382,3.843034841929874
r96_d8,depablo_low_temp,75,5,5,25,25,1.628472297170447e-06,2.5546909560774275e-05,2.106854597293095e-06,9.206131302821488e-13,6.664247857770533e-06,0.772940049713313,4.092331118773099
r96_d8,depablo_low_temp,100,5,5,25,25,2.8320861724751014e-06,4.572099040783272e-05,3.856385888030757e-06,3.4891008753279574e-13,1.1921638633793919e-05,0.7343886879332221,4.209490074722904
r96_d8,depablo_low_temp,125,5,5,25,25,4.419491742737591e-06,7.185182385627643e-05,6.16406316275599e-06,4.864029770351856e-13,1.8989318559761158e-05,0.7169770370687781,4.2967199997523915
r96_d8,depablo_low_temp,149,5,5,25,25,6.3759226895854224e-06,0.00010261770591026967,8.924335227320942e-06,9.312472623151731e-13,2.7519093891896772e-05,0.7144423116319282,4.3160959176696245
r96_d8,depablo_low_temp,175,5,5,25,25,9.271403105231002e-06,0.0001423011971972,1.2538439479607814e-05,3.455010452420198e-13,3.8912318559596314e-05,0.7394383583626787,4.197025856597872
r96_d8,depablo_low_temp,199,5,5,25,25,1.3245551017462275e-05,0.00018488138315240002,1.647194945541349e-05,3.1700798251106407e-12,5.1864253764503114e-05,0.804127711374754,3.915598052216013
r96_d8,lj_noisy,5,5,5,25,25,2.3997408419518253e-07,9.486441761707228e-08,3.75890614981168e-09,6.558001540568354e-10,3.249885284617449e-07,63.841467339429364,1.3542651055495476
r96_d8,lj_noisy,10,5,5,25,25,1.8366622867915793e-07,3.963125139200146e-07,2.7726751678773896e-08,3.288913812111291e-10,2.914136571519066e-07,6.624152400072269,1.5866480149759596
r96_d8,lj_noisy,25,5,5,25,25,3.892947040640138e-07,2.622390837923455e-06,3.051739450465259e-07,6.299594392357058e-10,6.166634079818323e-07,1.2756485616904913,1.5840529078464707
r96_d8,lj_noisy,50,5,5,25,25,1.6875999517651508e-06,1.0900670728266218e-05,1.605750744216208e-06,3.3287516469883534e-10,2.2854764256408087e-06,1.0509725484131067,1.3542761856862504
r96_d8,lj_noisy,75,5,5,25,25,4.227798526699189e-06,2.5082033711610382e-05,4.124711122291213e-06,4.028707572640717e-10,5.312701614457183e-06,1.0249926361753818,1.256611823128909
r96_d8,lj_noisy,100,5,5,25,25,8.163780512404628e-06,4.5120623103113054e-05,7.936718917391868e-06,5.357621695990441e-10,9.691506547824247e-06,1.0286090004416302,1.1871346287542008
r96_d8,lj_noisy,125,5,5,25,25,1.3203416856413241e-05,7.115652117857791e-05,1.2863806909897439e-05,6.720508953066945e-10,1.5123836892598774e-05,1.0264004232102166,1.1454487165761744
r96_d8,lj_noisy,149,5,5,25,25,1.8921667942777278e-05,0.00010185746687709655,1.8536028385473923e-05,5.540660870712175e-10,2.106535805069143e-05,1.0208048644123553,1.11329287219272
r96_d8,lj_noisy,175,5,5,25,25,2.661827613337664e-05,0.0001414022826588,2.594718332607546e-05,5.455727664543405e-10,2.875231526559219e-05,1.0258638018187805,1.0801719510881351
r96_d8,lj_noisy,199,5,5,25,25,3.5573011482483705e-05,0.0001834665443202,3.39152465253845e-05,4.516824586117567e-09,3.7490267859539015e-05,1.0488796375358327,1.0538963752899968
r96_d8,reid,5,5,5,25,25,2.37974790024964e-07,1.0300576369152964e-07,3.4468657469043684e-09,3.390114281250994e-11,2.9731390270626436e-07,69.04092224615631,1.24935041512202
r96_d8,reid,10,5,5,25,25,1.9862580707297184e-07,4.223456105070434e-07,2.1099180744044667e-08,9.9706653904948e-12,2.8369103034719954e-07,9.413910875617047,1.4282687357085282
r96_d8,reid,25,5,5,25,25,3.579354834926107e-07,2.730813257314309e-06,1.8912829531911967e-07,5.456425814145832e-12,6.209585424699071e-07,1.8925538502245767,1.7348337091668262
r96_d8,reid,50,5,5,25,25,1.1946855465794214e-06,1.1211941868125954e-05,9.26532267996886e-07,9.50706910526163e-13,2.244196409719734e-06,1.2894160169534825,1.8784829331410533
r96_d8,reid,75,5,5,25,25,2.7681005195745455e-06,2.562586217425644e-05,2.318738281408706e-06,2.0941629734733575e-12,5.319927257687596e-06,1.1937960147416198,1.9218692457401307
r96_d8,reid,100,5,5,25,25,5.066404404487912e-06,4.6070201792877205e-05,4.424947193655038e-06,1.6363214344433401e-12,9.733166092473766e-06,1.1449638114896974,1.9211190650023817
r96_d8,reid,125,5,5,25,25,7.828335199064896e-06,7.261199486532741e-05,7.282684138910498e-06,6.498826789687972e-13,1.5254814206855371e-05,1.074924444030059,1.9486664557590199
r96_d8,reid,149,5,5,25,25,1.1076544631123397e-05,0.00010387085302100449,1.0755859999921008e-05,1.9496544489897556e-12,2.1952225081349754e-05,1.0298148759099452,1.9818658085543535
r96_d8,reid,175,5,5,25,25,1.5690021605223592e-05,0.0001441765827672,1.5348147402845737e-05,9.784617862978829e-13,3.147202844502317e-05,1.0222746233408253,2.0058626582480525
r96_d8,reid,199,5,5,25,25,2.1400649848146715e-05,0.00018736525662380003,2.036958465388666e-05,8.013173975041908e-12,4.297513828531649e-05,1.0506178801276305,2.008123051881909
