epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
11,0.26732220749060315,0.24478770047426224,0.26732220749060315,9.280847007175907e-05,0.0,0.24478770047426224,8.527138925273903e-05,0.0,,,,,,,,,,,1,1,11,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
12,0.256385013461113,0.23050259053707123,0.256385013461113,8.873614448627147e-05,0.0,0.23050259053707123,8.014003105927259e-05,0.0,0.9799791764092511,0.995895520456315,20.0,0.9799791764092511,0.9799791764092511,0.9799791764092511,0.9799791764092511,0.9799791764092511,0.9799791764092511,0.9799791764092511,1,1,12,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
13,0.23865108440319696,0.21421367675065994,0.23865108440319696,8.234713216855501e-05,0.0,0.21421367675065994,7.429781180690043e-05,0.0,,,,,,,,,,,1,1,13,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
14,0.22418840726216635,0.19670268148183823,0.22418840726216635,7.706983524258249e-05,0.0,0.19670268148183823,6.801940617151558e-05,0.0,0.9842861502444392,0.9961931312478718,20.0,0.9842861502444392,0.9842861502444392,0.9842861502444392,0.9842861502444392,0.9842861502444392,0.9842861502444392,0.9842861502444392,1,1,14,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
15,0.20592128982146582,0.17866851389408112,0.20592128982146582,7.052254174292709e-05,0.0,0.17866851389408112,6.155187566037057e-05,0.0,,,,,,,,,,,1,1,15,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
16,0.18744261314471564,0.16142026707530022,0.18744261314471564,6.368260922802922e-05,0.0,0.16142026707530022,5.541250811802456e-05,0.0,0.9875722300477884,0.9963153660966376,20.0,0.9875722300477884,0.9875722300477884,0.9875722300477884,0.9875722300477884,0.9875722300477884,0.9875722300477884,0.9875722300477884,1,1,16,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
17,0.17045966535806656,0.14546603336930275,0.17045966535806656,5.7896368768221386e-05,0.0,0.14546603336930275,4.989123590348754e-05,0.0,,,,,,,,,,,1,1,17,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
18,0.15439350654681525,0.13072388619184494,0.15439350654681525,5.2527765850148476e-05,0.0,0.13072388619184494,4.5038906137051526e-05,0.0,0.988578633299253,0.9963665025444817,20.0,0.988578633299253,0.988578633299253,0.988578633299253,0.988578633299253,0.988578633299253,0.988578633299253,0.988578633299253,1,1,18,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
19,0.1386318157116572,0.1166914589703083,0.1386318157116572,4.753845132654533e-05,0.0,0.1166914589703083,4.056543366459664e-05,0.0,,,,,,,,,,,1,1,19,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
20,0.12525044505794844,0.1032597217708826,0.12525044505794844,4.3300484321662225e-05,0.0,0.1032597217708826,3.6221887057763524e-05,0.0,0.9893065494828212,0.9966427666983275,20.0,0.9893065494828212,0.9893065494828212,0.9893065494828212,0.9893065494828212,0.9893065494828212,0.9893065494828212,0.9893065494828212,1,1,20,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
21,0.11059154570102692,0.09112190827727318,0.11059154570102692,3.876655622055599e-05,0.0,0.09112190827727318,3.217087396478746e-05,0.0,,,,,,,,,,,1,1,21,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
22,0.09912009164690971,0.08095391094684601,0.09912009164690971,3.495691574547285e-05,0.0,0.08095391094684601,2.8723827199428342e-05,0.0,0.9912221158099485,0.9970321500932788,20.0,0.9912221158099485,0.9912221158099485,0.9912221158099485,0.9912221158099485,0.9912221158099485,0.9912221158099485,0.9912221158099485,1,1,22,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
23,0.08844407151142757,0.07307809125632048,0.08844407151142757,3.133978801391398e-05,0.0,0.07307809125632048,2.6072460968862288e-05,0.0,,,,,,,,,,,1,1,23,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
24,0.07940175880988438,0.06738705839961767,0.07940175880988438,2.848722488124622e-05,0.0,0.06738705839961767,2.4172509256459307e-05,0.0,0.992873041699944,0.9973266208998667,20.0,0.992873041699944,0.992873041699944,0.992873041699944,0.992873041699944,0.992873041699944,0.992873041699944,0.992873041699944,1,1,24,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
25,0.07225971668958664,0.06332946475595236,0.07225971668958664,2.601282631076174e-05,0.0,0.06332946475595236,2.284578977196361e-05,0.0,,,,,,,,,,,1,1,25,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
26,0.06754987065990765,0.059981935657560825,0.06754987065990765,2.4527204611028235e-05,0.0,0.059981935657560825,2.1754564841103274e-05,0.0,0.992957413100331,0.9974444198262311,20.0,0.992957413100331,0.992957413100331,0.992957413100331,0.992957413100331,0.992957413100331,0.992957413100331,0.992957413100331,1,1,26,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
27,0.0633317610869805,0.056897733360528946,0.0633317610869805,2.3089304401461657e-05,0.0,0.056897733360528946,2.0722919998661382e-05,0.0,,,,,,,,,,,1,1,27,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
28,0.0582178495824337,0.05377212259918451,0.0582178495824337,2.130397873164232e-05,0.0,0.05377212259918451,1.961066095645947e-05,0.0,0.9923288296374443,0.9974815251016421,20.0,0.9923288296374443,0.9923288296374443,0.9923288296374443,0.9923288296374443,0.9923288296374443,0.9923288296374443,0.9923288296374443,1,1,28,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
29,0.05422333938380083,0.050773602444678545,0.05422333938380083,1.981540299311746e-05,0.0,0.050773602444678545,1.8493375137040857e-05,0.0,,,,,,,,,,,1,1,29,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
30,0.050607528537511826,0.04793949890881777,0.050607528537511826,1.8494887929894805e-05,0.0,0.04793949890881777,1.7405996231900644e-05,0.0,0.9920885206700447,0.9974740906449814,20.0,0.9920885206700447,0.9920885206700447,0.9920885206700447,0.9920885206700447,0.9920885206700447,0.9920885206700447,0.9920885206700447,1,1,30,depablo_low_temp,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
