source,probe,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,scope,seed,budget
lj_noisy,constant,20,20,20,-0.0138433359667873,0.0651860800538785,0.0053100823581802,shared4,456,one_trajectory
lj_noisy,initial_pc1,20,20,20,-0.1188159519553297,0.0681120285678706,0.0053100823581802,shared4,456,one_trajectory
lj_noisy,initial_z,20,20,20,-0.1194915348810323,0.0685772482085657,0.0053100823581802,shared4,456,one_trajectory
lj_noisy,observed_prefix,20,20,20,-0.0980725286390638,0.0658338185493982,0.0053100823581802,shared4,456,one_trajectory
reid,constant,20,20,20,-0.0903461060575785,0.1780048784632208,0.0392619338029476,shared4,456,one_trajectory
reid,initial_pc1,20,20,20,0.8942948609298975,0.0551652201547163,0.0392619338029476,shared4,456,one_trajectory
reid,initial_z,20,20,20,0.8968841439435771,0.0540014086455509,0.0392619338029476,shared4,456,one_trajectory
reid,observed_prefix,20,20,20,0.9082231467310588,0.0499015191827499,0.0392619338029476,shared4,456,one_trajectory
depablo_low_temp,constant,20,20,20,-0.0225933853861557,0.3429981362017681,0.1309363081666797,shared4,456,thirty_trajectories
depablo_low_temp,initial_pc1,20,20,20,0.0143991314662085,0.3253745772492017,0.1309363081666797,shared4,456,thirty_trajectories
depablo_low_temp,initial_z,20,20,20,0.8384542655770353,0.1219640236969477,0.1309363081666797,shared4,456,thirty_trajectories
depablo_low_temp,observed_prefix,20,20,20,0.9789815082303706,0.0402082290249792,0.1309363081666797,shared4,456,thirty_trajectories
depablo_mixed_temp,constant,20,20,20,-0.0257357943474008,0.3235672229246395,0.1264354805514444,shared4,456,thirty_trajectories
depablo_mixed_temp,initial_pc1,20,20,20,-0.0289166461541534,0.3247344098291552,0.1264354805514444,shared4,456,thirty_trajectories
depablo_mixed_temp,initial_z,20,20,20,0.8101017835436177,0.1357998531169117,0.1264354805514444,shared4,456,thirty_trajectories
depablo_mixed_temp,observed_prefix,20,20,20,0.7609640202191545,0.1461314966582199,0.1264354805514444,shared4,456,thirty_trajectories
lj_noisy,constant,20,20,20,-0.0138433359667873,0.0651860800538785,0.0053100823581802,shared4,456,thirty_trajectories
lj_noisy,initial_pc1,20,20,20,-0.1442424124142494,0.0710634660108126,0.0053100823581802,shared4,456,thirty_trajectories
lj_noisy,initial_z,20,20,20,-0.2081748509928802,0.0728768378778881,0.0053100823581802,shared4,456,thirty_trajectories
lj_noisy,observed_prefix,20,20,20,0.3247861935848076,0.0506055815413841,0.0053100823581802,shared4,456,thirty_trajectories
reid,constant,20,20,20,-0.0903461060575785,0.1780048784632208,0.0392619338029476,shared4,456,thirty_trajectories
reid,initial_pc1,20,20,20,0.0264196194938098,0.1734216940361924,0.0392619338029476,shared4,456,thirty_trajectories
reid,initial_z,20,20,20,0.2812542345027804,0.1462134924933876,0.0392619338029476,shared4,456,thirty_trajectories
reid,observed_prefix,20,20,20,0.9320659560271064,0.0377410092692398,0.0392619338029476,shared4,456,thirty_trajectories
depablo_low_temp,constant,20,20,20,-0.0225933853861557,0.3429981362017681,0.1309363081666797,shared3,786,one_trajectory
depablo_low_temp,initial_pc1,20,20,20,0.985207647343926,0.0335000036434249,0.1309363081666797,shared3,786,one_trajectory
depablo_low_temp,initial_z,20,20,20,0.9860731431939924,0.0332391710086683,0.1309363081666797,shared3,786,one_trajectory
depablo_low_temp,observed_prefix,20,20,20,0.9832775353643012,0.0387878788572335,0.1309363081666797,shared3,786,one_trajectory
depablo_mixed_temp,constant,20,20,20,-0.0257357943474008,0.3235672229246395,0.1264354805514444,shared3,786,one_trajectory
depablo_mixed_temp,initial_pc1,20,20,20,0.932427399063327,0.0744545734252692,0.1264354805514444,shared3,786,one_trajectory
depablo_mixed_temp,initial_z,20,20,20,0.9294837761035152,0.0764838931790189,0.1264354805514444,shared3,786,one_trajectory
depablo_mixed_temp,observed_prefix,20,20,20,0.9067142154684348,0.0881462678559117,0.1264354805514444,shared3,786,one_trajectory
reid,constant,20,20,20,-0.0903461060575785,0.1780048784632208,0.0392619338029476,shared3,786,one_trajectory
reid,initial_pc1,20,20,20,0.9015180675821476,0.0536177984157208,0.0392619338029476,shared3,786,one_trajectory
reid,initial_z,20,20,20,0.9042889741200812,0.0524740407540764,0.0392619338029476,shared3,786,one_trajectory
reid,observed_prefix,20,20,20,0.9514859310502152,0.0350587052066911,0.0392619338029476,shared3,786,one_trajectory
depablo_low_temp,constant,20,20,20,-0.0225933853861557,0.3429981362017681,0.1309363081666797,shared3,786,thirty_trajectories
depablo_low_temp,initial_pc1,20,20,20,-0.0189944940842297,0.3437512292166807,0.1309363081666797,shared3,786,thirty_trajectories
depablo_low_temp,initial_z,20,20,20,0.272568585530083,0.2313111339292243,0.1309363081666797,shared3,786,thirty_trajectories
depablo_low_temp,observed_prefix,20,20,20,0.9829618452989668,0.0337451899500165,0.1309363081666797,shared3,786,thirty_trajectories
depablo_mixed_temp,constant,20,20,20,-0.0257357943474008,0.3235672229246395,0.1264354805514444,shared3,786,thirty_trajectories
depablo_mixed_temp,initial_pc1,20,20,20,-0.031798471993117,0.3271131135025867,0.1264354805514444,shared3,786,thirty_trajectories
depablo_mixed_temp,initial_z,20,20,20,0.4729744993464995,0.1988058434752057,0.1264354805514444,shared3,786,thirty_trajectories
depablo_mixed_temp,observed_prefix,20,20,20,0.2575060754392531,0.2187782309697906,0.1264354805514444,shared3,786,thirty_trajectories
reid,constant,20,20,20,-0.0903461060575785,0.1780048784632208,0.0392619338029476,shared3,786,thirty_trajectories
reid,initial_pc1,20,20,20,0.0594798995840998,0.1634077513560897,0.0392619338029476,shared3,786,thirty_trajectories
reid,initial_z,20,20,20,-0.0074321091893061,0.163985852635024,0.0392619338029476,shared3,786,thirty_trajectories
reid,observed_prefix,20,20,20,0.9508603042996446,0.0329030348247677,0.0392619338029476,shared3,786,thirty_trajectories
depablo_low_temp,constant,20,20,20,-0.0225933853861557,0.3429981362017681,0.1309363081666797,shared4,786,one_trajectory
depablo_low_temp,initial_pc1,20,20,20,0.8907562677680357,0.0964549592442568,0.1309363081666797,shared4,786,one_trajectory
depablo_low_temp,initial_z,20,20,20,0.8956911660624476,0.0943122648277731,0.1309363081666797,shared4,786,one_trajectory
depablo_low_temp,observed_prefix,20,20,20,0.8914100258406394,0.0969841888004551,0.1309363081666797,shared4,786,one_trajectory
depablo_mixed_temp,constant,20,20,20,-0.0257357943474008,0.3235672229246395,0.1264354805514444,shared4,786,one_trajectory
depablo_mixed_temp,initial_pc1,20,20,20,0.886269005750265,0.0995418140849311,0.1264354805514444,shared4,786,one_trajectory
depablo_mixed_temp,initial_z,20,20,20,0.8858820563816462,0.100751632841215,0.1264354805514444,shared4,786,one_trajectory
depablo_mixed_temp,observed_prefix,20,20,20,0.8989413468446468,0.096981418770971,0.1264354805514444,shared4,786,one_trajectory
lj_noisy,constant,20,20,20,-0.0138433359667873,0.0651860800538785,0.0053100823581802,shared4,786,one_trajectory
lj_noisy,initial_pc1,20,20,20,-0.188950174354056,0.0711015390728456,0.0053100823581802,shared4,786,one_trajectory
lj_noisy,initial_z,20,20,20,-0.249915318444533,0.0740223290683023,0.0053100823581802,shared4,786,one_trajectory
lj_noisy,observed_prefix,20,20,20,-0.1654275472543847,0.0724939951382901,0.0053100823581802,shared4,786,one_trajectory
reid,constant,20,20,20,-0.0903461060575785,0.1780048784632208,0.0392619338029476,shared4,786,one_trajectory
reid,initial_pc1,20,20,20,0.8930011026345673,0.0576429704894744,0.0392619338029476,shared4,786,one_trajectory
reid,initial_z,20,20,20,0.8996345914493933,0.0558352027749316,0.0392619338029476,shared4,786,one_trajectory
reid,observed_prefix,20,20,20,0.9581920564663658,0.032910408774642,0.0392619338029476,shared4,786,one_trajectory
depablo_low_temp,constant,20,20,20,-0.0225933853861557,0.3429981362017681,0.1309363081666797,shared4,786,thirty_trajectories
depablo_low_temp,initial_pc1,20,20,20,0.6644001328477009,0.184343351934418,0.1309363081666797,shared4,786,thirty_trajectories
depablo_low_temp,initial_z,20,20,20,0.6735432449402587,0.1772380993275731,0.1309363081666797,shared4,786,thirty_trajectories
depablo_low_temp,observed_prefix,20,20,20,0.9850796293196676,0.034915138818134,0.1309363081666797,shared4,786,thirty_trajectories
depablo_mixed_temp,constant,20,20,20,-0.0257357943474008,0.3235672229246395,0.1264354805514444,shared4,786,thirty_trajectories
depablo_mixed_temp,initial_pc1,20,20,20,0.7119053606580633,0.1541912011225842,0.1264354805514444,shared4,786,thirty_trajectories
depablo_mixed_temp,initial_z,20,20,20,0.693889346299533,0.1622692521893269,0.1264354805514444,shared4,786,thirty_trajectories
depablo_mixed_temp,observed_prefix,20,20,20,0.5869833139276465,0.180848064645802,0.1264354805514444,shared4,786,thirty_trajectories
lj_noisy,constant,20,20,20,-0.0138433359667873,0.0651860800538785,0.0053100823581802,shared4,786,thirty_trajectories
lj_noisy,initial_pc1,20,20,20,0.0160966934489795,0.064118654708808,0.0053100823581802,shared4,786,thirty_trajectories
lj_noisy,initial_z,20,20,20,-0.0894504035413958,0.0703170634133828,0.0053100823581802,shared4,786,thirty_trajectories
lj_noisy,observed_prefix,20,20,20,0.308864818444113,0.0479949807692087,0.0053100823581802,shared4,786,thirty_trajectories
reid,constant,20,20,20,-0.0903461060575785,0.1780048784632208,0.0392619338029476,shared4,786,thirty_trajectories
reid,initial_pc1,20,20,20,-0.0500683337421239,0.1746982011436329,0.0392619338029476,shared4,786,thirty_trajectories
reid,initial_z,20,20,20,0.5230153341233489,0.1113361843481108,0.0392619338029476,shared4,786,thirty_trajectories
reid,observed_prefix,20,20,20,0.9570853834636976,0.0327614689604833,0.0392619338029476,shared4,786,thirty_trajectories
