variant,source,frame,mode,seeds,r2_mean,r2_std,mae_mean,valid_min,total_min
delta_transfer3,depablo_mixed_temp,100,free_rollout,3,0.05281293602974304,0.03224530554814799,0.2943593862391693,20,20
delta_transfer3,depablo_mixed_temp,100,oracle_ae,3,0.9289487980950392,0.0,0.0663684104001322,20,20
delta_transfer3,depablo_mixed_temp,100,teacher_forced,3,0.895959268590104,0.0003703820529233104,0.0828925465504442,20,20
delta_transfer3,lj_noisy,10,constant_acceleration,3,-4.777326683604067,0.0,0.0873971826553439,20,20
delta_transfer3,lj_noisy,10,constant_latent,3,-11.034126723684489,0.0,0.1290599089977328,20,20
delta_transfer3,lj_noisy,10,constant_velocity,3,-5.242145740961587,0.0,0.0917576434119803,20,20
delta_transfer3,lj_noisy,10,constant_velocity_recent,3,-5.065973915152252,0.0,0.09004898542421762,20,20
delta_transfer3,lj_noisy,10,free_rollout,3,-5.24879059767374,0.0580274543306975,0.0952854906002301,20,20
delta_transfer3,lj_noisy,10,oracle_ae,3,-4.89766737250705,0.0,0.0885588392189134,20,20
delta_transfer3,lj_noisy,10,teacher_forced,3,-4.931404198262839,0.007590985965964063,0.08942474968208036,20,20
delta_transfer3,lj_noisy,25,constant_acceleration,3,0.1579784529822393,0.0,0.0522339284781125,20,20
delta_transfer3,lj_noisy,25,constant_latent,3,-6.13167897655546,0.0,0.1412815379054677,20,20
delta_transfer3,lj_noisy,25,constant_velocity,3,-0.7157549320397786,0.0,0.0699721861701102,20,20
delta_transfer3,lj_noisy,25,constant_velocity_recent,3,-0.5462447871011027,0.0,0.0671095107168675,20,20
delta_transfer3,lj_noisy,25,free_rollout,3,-1.3138630104908053,0.07553065234426624,0.08115557767839571,20,20
delta_transfer3,lj_noisy,25,oracle_ae,3,-0.24808725748923446,0.0,0.0613252719333986,20,20
delta_transfer3,lj_noisy,25,teacher_forced,3,-0.27628591603638203,0.0007476478822508144,0.062007671370421034,20,20
delta_transfer3,lj_noisy,50,constant_acceleration,3,-0.7375228539249932,0.0,0.0804992250078737,20,20
delta_transfer3,lj_noisy,50,constant_latent,3,-5.345586389848076,0.0,0.1447704461480577,20,20
delta_transfer3,lj_noisy,50,constant_velocity,3,-0.17861889641182796,0.0,0.0564620791954584,20,20
delta_transfer3,lj_noisy,50,constant_velocity_recent,3,0.014891464078549401,0.0,0.0523947887690264,20,20
