source,rollout_steps,used_excluded,total_excluded,p_ratio_r2_excluded,p_ratio_mae_excluded,target_variance_excluded,seed,condition_excluded,kind,used_included,total_included,p_ratio_r2_included,p_ratio_mae_included,target_variance_included,condition_included,r2_excluded_minus_included
lj_noisy,10,20,20,-16.530498370816314,0.1778256427471476,0.0021538442446725,456,exclude_mixed,rollout,20,20,-20.57793761027397,0.2007779739512021,0.0021538442446725,include_mixed,4.047439239457656
lj_noisy,25,20,20,-12.076616308770983,0.2149526320870325,0.0041168599721615,456,exclude_mixed,rollout,20,20,-13.234424582327224,0.2185178193850634,0.0041168599721615,include_mixed,1.15780827355624
lj_noisy,50,20,20,-11.217156317378391,0.2240472366557945,0.0047651600463273,456,exclude_mixed,rollout,20,20,-15.435158474927242,0.2529337818228748,0.0047651600463273,include_mixed,4.218002157548851
lj_noisy,75,20,20,-10.522042077608376,0.2233559375774297,0.0050961142073924,456,exclude_mixed,rollout,20,20,-14.04593479990286,0.2489491552899333,0.0050961142073924,include_mixed,3.523892722294484
lj_noisy,100,20,20,-9.728934795442598,0.2172832308491354,0.0053100823581802,456,exclude_mixed,rollout,20,20,-10.32910060756942,0.2145640637492192,0.0053100823581802,include_mixed,0.6001658121268214
depablo_mixed_temp,5,20,20,0.0598539465837671,0.3655326727514071,0.2267994575756468,456,exclude_mixed,rollout,20,20,0.272206932651435,0.3343635072953365,0.2267994575756468,include_mixed,-0.21235298606766786
depablo_mixed_temp,10,20,20,0.3334552998576326,0.2377518001084397,0.1792210970466572,456,exclude_mixed,rollout,20,20,0.3879332257864074,0.2235334900488132,0.1792210970466572,include_mixed,-0.05447792592877476
depablo_mixed_temp,25,20,20,0.2914622893295734,0.2559016843366945,0.1814265265332104,456,exclude_mixed,rollout,20,20,0.3910094297252294,0.2073500617656342,0.1814265265332104,include_mixed,-0.09954714039565599
depablo_mixed_temp,50,20,20,0.5102014281974678,0.1967295838128692,0.1290510646927359,456,exclude_mixed,rollout,20,20,0.5777327287391643,0.145696604676471,0.1290510646927359,include_mixed,-0.06753130054169643
depablo_mixed_temp,75,20,20,0.5897623879826605,0.1712783860372896,0.1721180025747532,456,exclude_mixed,rollout,20,20,0.8392139987810272,0.0996745214455564,0.1721180025747532,include_mixed,-0.24945161079836675
depablo_mixed_temp,100,20,20,0.8645085436869292,0.1011935967758135,0.1264354805514444,456,exclude_mixed,rollout,20,20,0.8992934878525412,0.0940214315232627,0.1264354805514444,include_mixed,-0.03478494416561195
reid,5,20,20,-1.555337404113895,0.1975683666803603,0.0215407678341569,786,exclude_mixed,ae,20,20,0.1676319452913205,0.1152800888871892,0.0215407678341569,include_mixed,-1.7229693494052154
reid,10,20,20,-0.5665629960847367,0.1745519671489823,0.0283466184553629,786,exclude_mixed,ae,20,20,0.4891166631568751,0.1025892453925801,0.0283466184553629,include_mixed,-1.0556796592416118
reid,25,20,20,0.6019528932906959,0.0887956813389701,0.0340742914742546,786,exclude_mixed,ae,20,20,0.8104232779136902,0.066156304019334,0.0340742914742546,include_mixed,-0.20847038462299428
reid,50,20,20,0.922279212539028,0.0369251659453329,0.03674579830514,786,exclude_mixed,ae,20,20,0.9098321279440093,0.0459584382760013,0.03674579830514,include_mixed,0.012447084595018754
reid,75,20,20,0.9563186936670844,0.0333936859509023,0.0381454871288846,786,exclude_mixed,ae,20,20,0.9277663920144624,0.0383298850745772,0.0381454871288846,include_mixed,0.028552301652622014
reid,100,20,20,0.9101625686667444,0.0501955169766088,0.0392619338029476,786,exclude_mixed,ae,20,20,0.9030063738932982,0.0455089629305928,0.0392619338029476,include_mixed,0.007156194773446201
depablo_low_temp,5,20,20,0.7603358710126397,0.1130902791036302,0.0635535199374179,786,exclude_mixed,ae,20,20,0.3439592122166178,0.1729070382355693,0.0635535199374179,include_mixed,0.41637665879602187
depablo_low_temp,10,20,20,0.7990697961527864,0.1145310704299092,0.0890919672458267,786,exclude_mixed,ae,20,20,0.5357466664499211,0.1601526240334948,0.0890919672458267,include_mixed,0.2633231297028653
depablo_low_temp,25,20,20,0.9307950695258428,0.0649006992500448,0.1113451632350467,786,exclude_mixed,ae,20,20,0.8018888975338605,0.1076749397913596,0.1113451632350467,include_mixed,0.1289061719919823
depablo_low_temp,50,20,20,0.9522687463878918,0.0581605013360737,0.121923909291221,786,exclude_mixed,ae,20,20,0.9191868730560396,0.0713527501755489,0.121923909291221,include_mixed,0.033081873331852196
depablo_low_temp,75,20,20,0.9626273915487606,0.0558995252424633,0.1271388104990921,786,exclude_mixed,ae,20,20,0.9473159125879383,0.0585576296632613,0.1271388104990921,include_mixed,0.0153114789608223
depablo_low_temp,100,20,20,0.961696669589026,0.0605311603339932,0.1309363081666797,786,exclude_mixed,ae,20,20,0.9555438655004532,0.057027359481759,0.1309363081666797,include_mixed,0.006152804088572772
lj_noisy,5,20,20,-11.78267463289498,0.1119238883599499,0.0012192600578043,786,exclude_mixed,ae,20,20,-14.73161867282868,0.1208784637517772,0.0012192600578043,include_mixed,2.9489440399337017
lj_noisy,10,20,20,-4.636827763853445,0.0977480298915072,0.0021538442446725,786,exclude_mixed,ae,20,20,-5.870455046395595,0.1027579935368141,0.0021538442446725,include_mixed,1.23362728254215
lj_noisy,25,20,20,-0.171582744376826,0.0564954617242829,0.0041168599721615,786,exclude_mixed,ae,20,20,-0.7864065023043629,0.0711293414537944,0.0041168599721615,include_mixed,0.614823757927537
lj_noisy,50,20,20,0.228498815233615,0.0502074904632301,0.0047651600463273,786,exclude_mixed,ae,20,20,0.4070783809664414,0.043671065851199,0.0047651600463273,include_mixed,-0.17857956573282638
lj_noisy,75,20,20,0.0864696072194254,0.0535402458717847,0.0050961142073924,786,exclude_mixed,ae,20,20,0.5365240366310182,0.0414826410153741,0.0050961142073924,include_mixed,-0.4500544294115928
lj_noisy,100,20,20,-0.2353893333836598,0.0640326016719726,0.0053100823581802,786,exclude_mixed,ae,20,20,0.2859926950507379,0.0550799410645456,0.0053100823581802,include_mixed,-0.5213820284343977
depablo_mixed_temp,5,20,20,0.2856733303280536,0.3295803409116585,0.2267994575756468,786,exclude_mixed,ae,20,20,-0.0551846890543175,0.3720142604132671,0.2267994575756468,include_mixed,0.3408580193823711
depablo_mixed_temp,10,20,20,0.419976517831368,0.2373649573037202,0.1792210970466572,786,exclude_mixed,ae,20,20,0.3310568392693238,0.2914886824345689,0.1792210970466572,include_mixed,0.08891967856204425
depablo_mixed_temp,25,20,20,0.4360937549843502,0.2137100334585913,0.1814265265332104,786,exclude_mixed,ae,20,20,0.7699750044517343,0.1638313166306236,0.1814265265332104,include_mixed,-0.33388124946738407
depablo_mixed_temp,50,20,20,0.7650709231718199,0.1318520498027184,0.1290510646927359,786,exclude_mixed,ae,20,20,0.8324868710919864,0.1100262999657646,0.1290510646927359,include_mixed,-0.06741594792016647
depablo_mixed_temp,75,20,20,0.7250484018555572,0.1247708222310796,0.1721180025747532,786,exclude_mixed,ae,20,20,0.951462920109824,0.066215194085829,0.1721180025747532,include_mixed,-0.22641451825426684
depablo_mixed_temp,100,20,20,0.8682408301223739,0.0954616595158571,0.1264354805514444,786,exclude_mixed,ae,20,20,0.8969783347807323,0.0801961454230396,0.1264354805514444,include_mixed,-0.028737504658358448
reid,5,20,20,-1.7535368622492555,0.2059963724075755,0.0215407678341569,786,exclude_mixed,rollout,20,20,0.037120978095596,0.1231921078567709,0.0215407678341569,include_mixed,-1.7906578403448514
reid,10,20,20,-0.961687817646488,0.1966302214600349,0.0283466184553629,786,exclude_mixed,rollout,20,20,0.2668244454274479,0.122872842507207,0.0283466184553629,include_mixed,-1.2285122630739358
reid,25,20,20,0.1056574002108575,0.1387789839480151,0.0340742914742546,786,exclude_mixed,rollout,20,20,0.5799583862174409,0.1022245595420805,0.0340742914742546,include_mixed,-0.4743009860065834
reid,50,20,20,0.6166182798077791,0.0927703123848786,0.03674579830514,786,exclude_mixed,rollout,20,20,0.730072486228469,0.0856834744821286,0.03674579830514,include_mixed,-0.11345420642068993
reid,75,20,20,0.8085831829409051,0.065552748591943,0.0381454871288846,786,exclude_mixed,rollout,20,20,0.7791451381331059,0.0787666907428918,0.0381454871288846,include_mixed,0.029438044807799213
reid,100,20,20,0.8857703109679134,0.052433916515693,0.0392619338029476,786,exclude_mixed,rollout,20,20,0.798198621004593,0.0752900815414977,0.0392619338029476,include_mixed,0.08757168996332032
depablo_low_temp,5,20,20,0.7898296071730176,0.1044434735819205,0.0635535199374179,786,exclude_mixed,rollout,20,20,0.4559181150038492,0.1565164827640962,0.0635535199374179,include_mixed,0.33391149216916843
depablo_low_temp,10,20,20,0.7966508011545462,0.1163648956238727,0.0890919672458267,786,exclude_mixed,rollout,20,20,0.5710305540412619,0.1540635560535534,0.0890919672458267,include_mixed,0.22562024711328432
depablo_low_temp,25,20,20,0.8922793785267739,0.0946992268033282,0.1113451632350467,786,exclude_mixed,rollout,20,20,0.7768847975870504,0.1209156349108719,0.1113451632350467,include_mixed,0.11539458093972343
depablo_low_temp,50,20,20,0.93421908664166,0.0689773623989816,0.121923909291221,786,exclude_mixed,rollout,20,20,0.8875414009807823,0.0901214571206933,0.121923909291221,include_mixed,0.04667768566087771
depablo_low_temp,75,20,20,0.9514134317260272,0.0592028514608275,0.1271388104990921,786,exclude_mixed,rollout,20,20,0.9208949122071955,0.0774032057827541,0.1271388104990921,include_mixed,0.030518519518831666
depablo_low_temp,100,20,20,0.9535024445386332,0.0565174736005924,0.1309363081666797,786,exclude_mixed,rollout,20,20,0.9346165504128316,0.0719389316344634,0.1309363081666797,include_mixed,0.01888589412580155
lj_noisy,5,20,20,-24.04872703134491,0.1604188320356537,0.0012192600578043,786,exclude_mixed,rollout,20,20,-23.03328452614098,0.149351376225379,0.0012192600578043,include_mixed,-1.0154425052039286
lj_noisy,10,20,20,-18.67114673436762,0.1894435584630939,0.0021538442446725,786,exclude_mixed,rollout,20,20,-16.45831072230706,0.180978061035022,0.0021538442446725,include_mixed,-2.21283601206056
lj_noisy,25,20,20,-15.719439694017762,0.2414367506428273,0.0041168599721615,786,exclude_mixed,rollout,20,20,-12.944912663382496,0.2291981038712491,0.0041168599721615,include_mixed,-2.774527030635266
lj_noisy,50,20,20,-16.8894507811898,0.2720333622155274,0.0047651600463273,786,exclude_mixed,rollout,20,20,-13.946488989815412,0.2561562945941814,0.0047651600463273,include_mixed,-2.9429617913743886
lj_noisy,75,20,20,-16.319866052428473,0.2756409351459002,0.0050961142073924,786,exclude_mixed,rollout,20,20,-13.712622297261497,0.2616620006305459,0.0050961142073924,include_mixed,-2.6072437551669765
lj_noisy,100,20,20,-15.982138984837665,0.2764001450883483,0.0053100823581802,786,exclude_mixed,rollout,20,20,-12.97586807291409,0.2588283977267637,0.0053100823581802,include_mixed,-3.0062709119235755
depablo_mixed_temp,5,20,20,0.0661874360665031,0.3566585447236851,0.2267994575756468,786,exclude_mixed,rollout,20,20,-0.1436278624363609,0.4035786942227236,0.2267994575756468,include_mixed,0.20981529850286398
depablo_mixed_temp,10,20,20,0.3434228954074753,0.2470917867561969,0.1792210970466572,786,exclude_mixed,rollout,20,20,0.237046813709684,0.2880840677311628,0.1792210970466572,include_mixed,0.10637608169779128
depablo_mixed_temp,25,20,20,0.3500218858797421,0.2406642526855738,0.1814265265332104,786,exclude_mixed,rollout,20,20,0.3757960711926424,0.2352995156197401,0.1814265265332104,include_mixed,-0.025774185312900322
depablo_mixed_temp,50,20,20,0.5597279795394768,0.1627182592309948,0.1290510646927359,786,exclude_mixed,rollout,20,20,0.559968609122405,0.1832845315260011,0.1290510646927359,include_mixed,-0.0002406295829281424
depablo_mixed_temp,75,20,20,0.7705992799951417,0.1324041991928023,0.1721180025747532,786,exclude_mixed,rollout,20,20,0.6859882092750484,0.1417194349533715,0.1721180025747532,include_mixed,0.08461107072009322
depablo_mixed_temp,100,20,20,0.8935226736862171,0.0899746608311181,0.1264354805514444,786,exclude_mixed,rollout,20,20,0.8961061339930103,0.0883518276877507,0.1264354805514444,include_mixed,-0.0025834603067932393
reid,5,20,20,-1.7848687557675165,0.2039451228368435,0.0215407678341569,2026,exclude_mixed,ae,20,20,-0.4715622976689455,0.1513530298251517,0.0215407678341569,include_mixed,-1.313306458098571
reid,10,20,20,-1.0126570862411906,0.1979409873484081,0.0283466184553629,2026,exclude_mixed,ae,20,20,0.6116447341847302,0.0923696951497169,0.0283466184553629,include_mixed,-1.6243018204259208
reid,25,20,20,0.3820219643171275,0.1220671230767471,0.0340742914742546,2026,exclude_mixed,ae,20,20,0.9440884472204234,0.0315864632718692,0.0340742914742546,include_mixed,-0.562066482903296
reid,50,20,20,0.9019143032246246,0.0487832064254536,0.03674579830514,2026,exclude_mixed,ae,20,20,0.981305947470892,0.0211140937283395,0.03674579830514,include_mixed,-0.07939164424626732
reid,75,20,20,0.9709955993985536,0.0282127791070159,0.0381454871288846,2026,exclude_mixed,ae,20,20,0.9855051248176931,0.0194933475046624,0.0381454871288846,include_mixed,-0.014509525419139524
reid,100,20,20,0.9513953630920762,0.0367633813784612,0.0392619338029476,2026,exclude_mixed,ae,20,20,0.9840784999278064,0.0192999652673208,0.0392619338029476,include_mixed,-0.03268313683573021
depablo_low_temp,5,20,20,0.7648206843074069,0.1075317986085613,0.0635535199374179,2026,exclude_mixed,ae,20,20,0.5247784906936963,0.1518215754482103,0.0635535199374179,include_mixed,0.2400421936137106
depablo_low_temp,10,20,20,0.8519758309606104,0.0971063761310747,0.0890919672458267,2026,exclude_mixed,ae,20,20,0.7147110103906169,0.1291688252572829,0.0890919672458267,include_mixed,0.13726482056999345
depablo_low_temp,25,20,20,0.9138574233309488,0.0714627926884748,0.1113451632350467,2026,exclude_mixed,ae,20,20,0.8463000920115904,0.1049053858041569,0.1113451632350467,include_mixed,0.06755733131935837
depablo_low_temp,50,20,20,0.9400086973468692,0.0615088056462561,0.121923909291221,2026,exclude_mixed,ae,20,20,0.9379560430820192,0.0795892631659154,0.121923909291221,include_mixed,0.002052654264850018
depablo_low_temp,75,20,20,0.950273227059982,0.0636578622249311,0.1271388104990921,2026,exclude_mixed,ae,20,20,0.9660588998297492,0.0603833497766126,0.1271388104990921,include_mixed,-0.01578567276976728
depablo_low_temp,100,20,20,0.9443143101840116,0.0696867853084868,0.1309363081666797,2026,exclude_mixed,ae,20,20,0.9771854983475292,0.0459340632097633,0.1309363081666797,include_mixed,-0.03287118816351764
lj_noisy,5,20,20,-3.697879106094828,0.0578519146816755,0.0012192600578043,2026,exclude_mixed,ae,20,20,-39.11910368250662,0.2108474879257504,0.0012192600578043,include_mixed,35.42122457641179
lj_noisy,10,20,20,-1.9069034708945645,0.060113585815352,0.0021538442446725,2026,exclude_mixed,ae,20,20,-13.357956828848389,0.1654449090388614,0.0021538442446725,include_mixed,11.451053357953825
lj_noisy,25,20,20,-0.5324941976994093,0.0616088949192943,0.0041168599721615,2026,exclude_mixed,ae,20,20,-2.045676183303747,0.0951531031274181,0.0041168599721615,include_mixed,1.5131819856043378
lj_noisy,50,20,20,0.4466351125603862,0.0428223433538392,0.0047651600463273,2026,exclude_mixed,ae,20,20,-0.2541623927179823,0.0615074038053829,0.0047651600463273,include_mixed,0.7007975052783685
lj_noisy,75,20,20,0.5274880153084677,0.0412015678448366,0.0050961142073924,2026,exclude_mixed,ae,20,20,0.0181084019345163,0.0538846795419751,0.0050961142073924,include_mixed,0.5093796133739513
lj_noisy,100,20,20,0.0323968138696711,0.0608159902323562,0.0053100823581802,2026,exclude_mixed,ae,20,20,-0.1679488537649391,0.0594674740154169,0.0053100823581802,include_mixed,0.2003456676346102
depablo_mixed_temp,5,20,20,0.1914710807143718,0.3270569403971362,0.2267994575756468,2026,exclude_mixed,ae,20,20,-0.0404061251948237,0.3947682857988198,0.2267994575756468,include_mixed,0.2318772059091955
depablo_mixed_temp,10,20,20,0.4048759073714295,0.2378650505090046,0.1792210970466572,2026,exclude_mixed,ae,20,20,0.3079901893952185,0.2846340359244036,0.1792210970466572,include_mixed,0.09688571797621098
depablo_mixed_temp,25,20,20,0.4672444828905902,0.2177446203682031,0.1814265265332104,2026,exclude_mixed,ae,20,20,0.4364798622599335,0.2065193752256359,0.1814265265332104,include_mixed,0.03076462063065666
depablo_mixed_temp,50,20,20,0.7495311228197999,0.1438987546096939,0.1290510646927359,2026,exclude_mixed,ae,20,20,0.6705657421535671,0.1285198575330449,0.1290510646927359,include_mixed,0.07896538066623282
depablo_mixed_temp,75,20,20,0.7088151971934917,0.1406977985323098,0.1721180025747532,2026,exclude_mixed,ae,20,20,0.9503096461235532,0.074964711001027,0.1721180025747532,include_mixed,-0.24149444893006144
depablo_mixed_temp,100,20,20,0.8144038326851301,0.1027258767878417,0.1264354805514444,2026,exclude_mixed,ae,20,20,0.878784546870062,0.0784940250418837,0.1264354805514444,include_mixed,-0.06438071418493196
reid,5,20,20,-1.854886736560427,0.2069449651915456,0.0215407678341569,2026,exclude_mixed,rollout,20,20,0.2571731991866383,0.1143073200120064,0.0215407678341569,include_mixed,-2.112059935747065
reid,10,20,20,-1.2565632738962615,0.2096763911343933,0.0283466184553629,2026,exclude_mixed,rollout,20,20,0.6122274693154126,0.0917494709056247,0.0283466184553629,include_mixed,-1.8687907432116742
reid,25,20,20,-0.1609256566417811,0.1628571827052958,0.0340742914742546,2026,exclude_mixed,rollout,20,20,0.7226386537135122,0.08210024237424,0.0340742914742546,include_mixed,-0.8835643103552933
reid,50,20,20,0.5949886772897276,0.1012789986343749,0.03674579830514,2026,exclude_mixed,rollout,20,20,0.7634560074978347,0.0781155329094796,0.03674579830514,include_mixed,-0.1684673302081071
reid,75,20,20,0.7057974350462508,0.0865785576075879,0.0381454871288846,2026,exclude_mixed,rollout,20,20,0.7754009255783715,0.0771921407874474,0.0381454871288846,include_mixed,-0.06960349053212067
reid,100,20,20,0.6553383273805521,0.0935857940660916,0.0392619338029476,2026,exclude_mixed,rollout,20,20,0.7637887064162409,0.0814028566428191,0.0392619338029476,include_mixed,-0.10845037903568877
depablo_low_temp,5,20,20,0.7626587833025567,0.1063589328420817,0.0635535199374179,2026,exclude_mixed,rollout,20,20,0.6256612303511966,0.1356892253022245,0.0635535199374179,include_mixed,0.13699755295136007
depablo_low_temp,10,20,20,0.825527751548969,0.1028802472891024,0.0890919672458267,2026,exclude_mixed,rollout,20,20,0.7140452360582907,0.1339181816603128,0.0890919672458267,include_mixed,0.11148251549067822
depablo_low_temp,25,20,20,0.8769259802936605,0.0879387975453954,0.1113451632350467,2026,exclude_mixed,rollout,20,20,0.8047293939061834,0.1197507079223708,0.1113451632350467,include_mixed,0.07219658638747717
depablo_low_temp,50,20,20,0.8943096099495335,0.0921411162283923,0.121923909291221,2026,exclude_mixed,rollout,20,20,0.8983902152486066,0.0903677226739851,0.121923909291221,include_mixed,-0.00408060529907317
depablo_low_temp,75,20,20,0.8915740220406491,0.096848771333352,0.1271388104990921,2026,exclude_mixed,rollout,20,20,0.9346531491793753,0.0737468777887053,0.1271388104990921,include_mixed,-0.04307912713872619
depablo_low_temp,100,20,20,0.8798688416310192,0.106637751461848,0.1309363081666797,2026,exclude_mixed,rollout,20,20,0.947631789991193,0.0675329034544072,0.1309363081666797,include_mixed,-0.06776294836017382
lj_noisy,5,20,20,-7.684165329856968,0.0818057300273537,0.0012192600578043,2026,exclude_mixed,rollout,20,20,-73.81038856399398,0.2936663599002246,0.0012192600578043,include_mixed,66.12622323413702
lj_noisy,10,20,20,-7.217187124650916,0.1122031257426108,0.0021538442446725,2026,exclude_mixed,rollout,20,20,-43.29125114734667,0.3000525654328422,0.0021538442446725,include_mixed,36.07406402269575
lj_noisy,25,20,20,-7.328474314308712,0.1610976373074865,0.0041168599721615,2026,exclude_mixed,rollout,20,20,-22.896377438684063,0.3025510883717615,0.0041168599721615,include_mixed,15.56790312437535
lj_noisy,50,20,20,-8.784998186770848,0.1900270124515871,0.0047651600463273,2026,exclude_mixed,rollout,20,20,-18.572562673750237,0.2931788977053051,0.0047651600463273,include_mixed,9.78756448697939
lj_noisy,75,20,20,-8.96945675939941,0.1978078218068269,0.0050961142073924,2026,exclude_mixed,rollout,20,20,-16.398760890375982,0.2834028527949109,0.0050961142073924,include_mixed,7.429304130976572
lj_noisy,100,20,20,-8.611785887605999,0.1964761344052238,0.0053100823581802,2026,exclude_mixed,rollout,20,20,-14.93696353963271,0.2745317482786558,0.0053100823581802,include_mixed,6.325177652026712
depablo_mixed_temp,5,20,20,0.1819060797334735,0.3240227422615434,0.2267994575756468,2026,exclude_mixed,rollout,20,20,0.1088718909111562,0.3672553163945887,0.2267994575756468,include_mixed,0.0730341888223173
depablo_mixed_temp,10,20,20,0.3191913520079377,0.2613891473117119,0.1792210970466572,2026,exclude_mixed,rollout,20,20,0.2912940817432127,0.2736354684855957,0.1792210970466572,include_mixed,0.027897270264724994
depablo_mixed_temp,25,20,20,0.4271241265385389,0.2343778229716832,0.1814265265332104,2026,exclude_mixed,rollout,20,20,0.3859632415625654,0.240452032070539,0.1814265265332104,include_mixed,0.04116088497597348
depablo_mixed_temp,50,20,20,0.5805487754951772,0.1764983000761238,0.1290510646927359,2026,exclude_mixed,rollout,20,20,0.5949184951159447,0.1773351363980537,0.1290510646927359,include_mixed,-0.014369719620767496
depablo_mixed_temp,75,20,20,0.6421689757170747,0.1573931591147287,0.1721180025747532,2026,exclude_mixed,rollout,20,20,0.7269646644641303,0.1337992320638958,0.1721180025747532,include_mixed,-0.08479568874705568
depablo_mixed_temp,100,20,20,0.8395871096301828,0.1168922888672186,0.1264354805514444,2026,exclude_mixed,rollout,20,20,0.9082354220784414,0.088959915416521,0.1264354805514444,include_mixed,-0.06864831244825864
