model,dimension,seed,source,coordinate,n,pearson,spearman,coordinate_std
shared3,6,456,depablo_mixed_temp,z4,20,-0.5516847383425443,-0.5954887218045113,0.11477837632324374
shared3,6,456,depablo_mixed_temp,z5,20,0.12664648628570724,0.19548872180451127,0.3126223057262389
shared3,6,456,depablo_mixed_temp,pc1,20,-0.12367080038494603,-0.18496240601503755,0.6679956678721268
shared3,6,456,depablo_mixed_temp,pc2,20,0.79455416967388,0.825563909774436,0.1250329283291905
shared3,6,456,depablo_mixed_temp,pc3,20,0.3438216174492138,0.23759398496240602,0.029190016268060975
shared3,6,456,depablo_mixed_temp,pc4,20,0.7551398610796292,0.724812030075188,0.010275394846296698
shared3,6,456,depablo_mixed_temp,pc5,20,0.6985673923481743,0.724812030075188,0.003494731585714769
shared3,6,456,depablo_mixed_temp,pc6,20,0.5654608943998191,0.5789473684210527,0.0033336204272150145
shared3,6,456,reid,z0,20,0.23702681544207627,0.10977443609022557,0.20844965288187986
shared3,6,456,reid,z1,20,-0.24105097472468207,-0.12330827067669171,0.14278010008167394
shared3,6,456,reid,z2,20,0.19552367856395364,0.045112781954887216,0.057917293270439915
shared3,6,456,reid,z3,20,-0.18619648731749563,-0.06466165413533834,0.18389914003051527
shared3,6,456,reid,z4,20,-0.2622807473109245,-0.30977443609022554,0.06303106359501345
shared3,6,456,reid,z5,20,0.17831783874464424,0.048120300751879695,0.17090695540252765
shared3,6,456,reid,pc1,20,-0.21212525941960284,-0.10526315789473684,0.36346830698115495
shared3,6,456,reid,pc2,20,-0.03314645574247218,0.05413533834586466,0.04029329749272074
shared3,6,456,reid,pc3,20,-0.5829285439283575,-0.5503759398496241,0.019269042030072497
shared3,6,456,reid,pc4,20,0.804612758103708,0.7624060150375939,0.008714135594612954
shared3,6,456,reid,pc5,20,0.8304892109860211,0.8481203007518796,0.0031183717788199642
shared3,6,456,reid,pc6,20,0.21445557101939963,0.23609022556390977,0.001760688812881086
shared3,6,786,depablo_low_temp,z0,20,-0.5312420057967774,-0.39097744360902253,0.7283849733385369
shared3,6,786,depablo_low_temp,z1,20,0.326656185511481,0.11278195488721804,0.42245689468274
shared3,6,786,depablo_low_temp,z2,20,-0.7873487210876671,-0.6917293233082705,0.4999462730019484
shared3,6,786,depablo_low_temp,z3,20,-0.6944517133787245,-0.6330827067669172,0.7080430295731868
shared3,6,786,depablo_low_temp,z4,20,-0.34217412943411796,-0.20601503759398496,0.6428096847176727
shared3,6,786,depablo_low_temp,z5,20,0.19047416053964164,0.02857142857142857,1.30039506814874
shared3,6,786,depablo_low_temp,pc1,20,0.02079455574301067,0.18045112781954886,1.0285154331025028
shared3,6,786,depablo_low_temp,pc2,20,-0.33727087902415404,-0.12180451127819547,0.8456012816766442
shared3,6,786,depablo_low_temp,pc3,20,-0.5749833776086375,-0.39097744360902253,1.337081732515508
shared3,6,786,depablo_low_temp,pc4,20,0.658468518440735,0.512781954887218,0.04315886354870329
shared3,6,786,depablo_low_temp,pc5,20,-0.9051424458871187,-0.7443609022556391,0.043168636059837
shared3,6,786,depablo_low_temp,pc6,20,-0.5667409269497063,-0.6556390977443608,0.010862873100661252
shared3,6,786,depablo_mixed_temp,z0,20,-0.3104125990112805,-0.23609022556390977,0.650765516111176
shared3,6,786,depablo_mixed_temp,z1,20,0.05306324462515675,-0.09624060150375939,0.34198756194196356
shared3,6,786,depablo_mixed_temp,z2,20,-0.6264943549091668,-0.5699248120300752,0.4791826539747261
shared3,6,786,depablo_mixed_temp,z3,20,-0.5047098373481157,-0.524812030075188,0.6822643283018742
shared3,6,786,depablo_mixed_temp,z4,20,-0.07102665790166382,0.06165413533834586,0.4732105253209101
shared3,6,786,depablo_mixed_temp,z5,20,-0.1286796352120636,-0.14436090225563908,0.9564786867429753
shared3,6,786,depablo_mixed_temp,pc1,20,0.3665726793199251,0.3969924812030075,0.7960265130001011
shared3,6,786,depablo_mixed_temp,pc2,20,-0.0678798438819494,0.04060150375939849,0.6767166972891369
shared3,6,786,depablo_mixed_temp,pc3,20,-0.3724889499221213,-0.2827067669172932,1.1317321048410012
shared3,6,786,depablo_mixed_temp,pc4,20,0.571396052469205,0.5669172932330826,0.028372149223651992
shared3,6,786,depablo_mixed_temp,pc5,20,-0.9094288486053034,-0.8511278195488721,0.03155314328271526
shared3,6,786,depablo_mixed_temp,pc6,20,-0.7112876178148234,-0.7112781954887217,0.010474169349296849
shared3,6,786,reid,z0,20,0.36043627830561553,0.3203007518796992,0.3466103998811977
shared3,6,786,reid,z1,20,-0.3782497496280775,-0.35639097744360904,0.21817476024417717
shared3,6,786,reid,z2,20,0.3232189574553247,0.24661654135338343,0.1797093170676773
shared3,6,786,reid,z3,20,0.2226416003268632,0.20751879699248119,0.28459947771734845
shared3,6,786,reid,z4,20,0.40575384899961414,0.30225563909774433,0.3452956358221676
shared3,6,786,reid,z5,20,-0.3964360580807793,-0.32481203007518794,0.7385256340682849
shared3,6,786,reid,pc1,20,0.3838577063748142,0.3684210526315789,0.6126888325443746
shared3,6,786,reid,pc2,20,0.383410081470529,0.3654135338345864,0.440447180608727
shared3,6,786,reid,pc3,20,0.367874304211585,0.3488721804511278,0.6126461047010127
shared3,6,786,reid,pc4,20,0.3334664445789281,0.21954887218045113,0.01812640571907748
shared3,6,786,reid,pc5,20,0.8964983275132594,0.849624060150376,0.024731828264744602
shared3,6,786,reid,pc6,20,-0.34004311019555344,-0.2992481203007519,0.004865382824954581
shared3,8,123,depablo_low_temp,z0,20,-0.6668251867371617,-0.6511278195488721,0.07796923663934359
shared3,8,123,depablo_low_temp,z1,20,0.20615509386127306,0.35187969924812035,0.45135355839750935
shared3,8,123,depablo_low_temp,z2,20,0.1824142096836717,-0.02706766917293233,0.15451498510286352
shared3,8,123,depablo_low_temp,z3,20,-0.29440500363461525,-0.4496240601503759,0.2076207418013256
shared3,8,123,depablo_low_temp,z4,20,0.15406314641262261,0.38796992481203,0.23668906654464392
shared3,8,123,depablo_low_temp,z5,20,-0.4104634107535957,-0.33533834586466166,0.20036421315048472
shared3,8,123,depablo_low_temp,z6,20,-0.19051718939312068,-0.30977443609022554,0.4182746482285044
shared3,8,123,depablo_low_temp,z7,20,-0.24025046816929882,-0.362406015037594,0.4800409737127211
shared3,8,123,depablo_low_temp,pc1,20,-0.2788228199183038,-0.4360902255639097,0.7133469846159072
shared3,8,123,depablo_low_temp,pc2,20,0.00500506307825605,0.11578947368421053,0.5150344671915014
shared3,8,123,depablo_low_temp,pc3,20,0.9850314538618212,0.9894736842105262,0.061285148607754816
