source,frame,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,position_mse,strain_x_error,strain_y_error,variant,seed
reid,5,20,20,20,0.0288830056635995,0.116868721221184,0.0215407678341569,4.1880403944816186e-08,0.0004185322584817,0.0001447744682081,dimension6,786
reid,10,20,20,20,0.468759500042386,0.0981885944684222,0.0283466184553629,4.938880389104839e-08,0.0002277006278745,0.0001611772720934,dimension6,786
reid,25,20,20,20,0.7757143119673511,0.067003556712407,0.0340742914742546,2.979453114448916e-07,0.000294882163871,0.0002484825308783,dimension6,786
reid,50,20,20,20,0.897601236974832,0.0450070426381704,0.03674579830514,1.4697298141186363e-06,0.0006980676436796,0.0002972682807012,dimension6,786
reid,75,20,20,20,0.9506628742587396,0.0346033480471525,0.0381454871288846,3.466832160370359e-06,0.000571920722723,0.0004085223634319,dimension6,786
reid,100,20,20,20,0.8667820721122397,0.0623539332390618,0.0392619338029476,6.990460121869546e-06,0.0012729126028716,0.0007162362569943,dimension6,786
depablo_low_temp,5,20,20,20,0.2689052667297554,0.189937491212899,0.0635535199374179,4.761435126177105e-07,0.0013448699581203,0.0002940204693004,dimension6,2026
depablo_low_temp,10,20,20,20,0.6674536885238105,0.1654588136181444,0.0890919672458267,3.069377118691819e-07,0.0009992975450586,0.0002239251880382,dimension6,2026
depablo_low_temp,25,20,20,20,0.8632087899313421,0.1076343058551635,0.1113451632350467,2.453267242685797e-07,0.0004419486504048,0.0003412185062188,dimension6,2026
depablo_low_temp,50,20,20,20,0.9275556710810664,0.0727391473542954,0.121923909291221,8.561676068552515e-07,0.0010005039628595,0.0005933015876507,dimension6,2026
depablo_low_temp,75,20,20,20,0.9410593491769932,0.0675347821670483,0.1271388104990921,1.785034072554481e-06,0.0013854526448994,0.0007455614890204,dimension6,2026
depablo_low_temp,100,20,20,20,0.9395437783399606,0.0749270990066626,0.1309363081666797,3.369344105408345e-06,0.0019449554849416,0.0009925598016707,dimension6,2026
depablo_mixed_temp,5,20,20,20,0.2619400098059296,0.3329945799856035,0.2267994575756468,2.950780313639712e-05,0.0065041329420637,0.001050196502183,dimension6,2026
depablo_mixed_temp,10,20,20,20,0.353061926945686,0.2339138691285675,0.1792210970466572,4.140208887690733e-05,0.0073838038777466,0.0011085188794822,dimension6,2026
depablo_mixed_temp,25,20,20,20,0.4105218596556829,0.2181746180111504,0.1814265265332104,4.6300106029661946e-05,0.0084523841389454,0.0010958497834508,dimension6,2026
depablo_mixed_temp,50,20,20,20,0.4848953572385158,0.1735233255715481,0.1290510646927359,3.769512736653269e-05,0.0059599013766273,0.0014758111341507,dimension6,2026
depablo_mixed_temp,75,20,20,20,0.439292554974463,0.1910045492335829,0.1721180025747532,3.151079023950842e-05,0.0043644066434353,0.0022098875124356,dimension6,2026
