epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_depablo_mixed_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_depablo_low_temp_loss_norm,val_source_depablo_mixed_temp_loss_norm,val_source_reid_loss_norm,val_source_lj_noisy_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_mixed_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_depablo_mixed_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
11,0.4446683352241192,0.4570827629981336,0.4446683352241192,2.188476040249779,0.0,0.07496287815352623,1.6312832210890271,0.04244764394202527,0.02997959771189816,0.4570827629981336,1.357035973242351,0.0,0.1073610702513344,1.630272768522528,0.058912126022331986,0.0317850871963401,,,,,,,,,,,,,,,,,1,8,11,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
12,0.43930298212233704,0.46015980998979555,0.43930298212233704,1.9911392700104487,0.0,0.08403475415398134,1.595199303317702,0.0457284977053832,0.03224937331228141,0.46015980998979555,1.2180776000022888,0.0,0.12298186245818876,1.6179737173528834,0.06579952572974435,0.03388413441836581,0.42642217748009525,0.7436604640941077,80.0,0.15206260506600422,-0.7854064953481736,0.15206260506600422,-0.7854064953481736,0.6850986892160968,0.8253807616396801,-0.7854064953481736,-0.11682253524358632,0.6850986892160968,0.8253807616396801,-0.7854064953481736,-0.11682253524358632,0.42642217748009525,1,8,12,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
13,0.43714517200336983,0.46452917018607737,0.43714517200336983,1.8180926243464153,0.0,0.08781392833385104,1.5787732993450128,0.04848666024984898,0.03350680008476654,0.46452917018607737,1.112489138330732,0.0,0.13238494616689422,1.6183680262585933,0.07016378251627926,0.03719992580254257,,,,,,,,,,,,,,,,,1,8,13,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
14,0.4375546969884181,0.4608613103219806,0.4375546969884181,1.7210663102921986,0.0,0.09355730586172616,1.5700526589697057,0.05078929457271525,0.0358195285495254,0.4608613103219806,1.0572171551840646,0.0,0.12647639925486476,1.609889692203565,0.06934347432874016,0.037735675500752304,0.41753417958813976,0.7508053854402343,80.0,0.02777361765239733,-0.5777175116614575,0.02777361765239733,-0.5777175116614575,0.6345420889837381,0.48968906155480274,-0.43541916826749394,-0.5777175116614575,0.6345420889837381,0.48968906155480274,-0.43541916826749394,-0.5777175116614575,0.41753417958813976,1,8,14,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
15,0.4370443151465025,0.4584323304617287,0.4370443151465025,1.6729015509287517,0.0,0.10045172375907759,1.560831451957876,0.051747052336307234,0.035147032532748916,0.4584323304617287,1.0296989466462816,0.0,0.13086680085292424,1.602012631737373,0.06223475387254108,0.038615135384076314,,,,,,,,,,,,,,,,,1,8,15,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
16,0.43265472423028883,0.46057685997164616,0.43265472423028883,1.6531044102850414,0.0,0.09249566897262522,1.552260562935562,0.050782816188488636,0.03507984882447945,0.46057685997164616,0.999333598784038,0.0,0.1357055418496946,1.5970050043172457,0.07323260677721918,0.036364286942425265,0.48787028320476855,0.7677115250589527,80.0,0.13144296110680587,-0.4951181234315245,0.13144296110680587,-0.4951181234315245,0.6390543812319598,0.7890264661160387,-0.4951181234315245,-0.4071908794892505,0.6390543812319598,0.7890264661160387,-0.4951181234315245,-0.4071908794892505,0.48787028320476855,1,8,16,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
17,0.4305425941976278,0.4592976440440897,0.4305425941976278,1.6058908048130216,0.0,0.09172198278579206,1.545031931127111,0.0505300774712189,0.03488638540638931,0.4592976440440897,0.9694034499781472,0.0,0.13855342751114882,1.585884580371732,0.06408139267848789,0.04867117561498989,,,,,,,,,,,,,,,,,1,8,17,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
18,0.42881168698738814,0.45544060607963127,0.42881168698738814,1.5542371159508115,0.0,0.09277982481887165,1.5368427551153934,0.05131456982944104,0.03430959818584652,0.45544060607963127,0.9380793614046914,0.0,0.1441274962831151,1.5736669474535367,0.06531926935040659,0.038648711231466716,0.3397307088942564,0.71206216769143,80.0,-0.27793117277452095,-1.5173379296525056,-0.27793117277452095,-1.5173379296525056,0.5937773495337546,0.7204853758396415,-0.9086494868189743,-1.5173379296525056,0.5937773495337546,0.7204853758396415,-0.9086494868189743,-1.5173379296525056,0.3397307088942564,1,8,18,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
19,0.42695639689530435,0.4508309130642787,0.42695639689530435,1.541882486570449,0.0,0.09220709877196041,1.5293412629402046,0.05128967304631122,0.03498755282274129,0.4508309130642787,0.9123012040342603,0.0,0.13337537545888734,1.5661257668821649,0.06394655450459058,0.039875955411472125,,,,,,,,,,,,,,,,,1,8,19,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
20,0.42424314749074626,0.4506358284562566,0.42424314749074626,1.4774185986745925,0.0,0.0917293764382824,1.5207545293551503,0.05008885797254317,0.034399826197008994,0.4506358284562566,0.8849334674222129,0.0,0.13833069244964546,1.5568961069157177,0.06420874379651154,0.04310777066315164,0.34988629193959453,0.6862486253485619,80.0,0.012560370149061584,-0.9965706618484953,0.012560370149061584,-0.9965706618484953,0.6600367022255745,0.7758504990609327,-0.9965706618484953,-0.3890750588417655,0.6600367022255745,0.7758504990609327,-0.9965706618484953,-0.3890750588417655,0.34988629193959453,1,8,20,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
21,0.4232463277722073,0.4468326154805223,0.4232463277722073,1.456317010379973,0.0,0.09353848185025775,1.5118027502501552,0.05256289333872039,0.03508118564969581,0.4468326154805223,0.8587616000856672,0.0,0.13147141495355755,1.5464235833930697,0.066741122573165,0.04269434100229691,,,,,,,,,,,,,,,,,1,8,21,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
22,0.4202903498649517,0.4434622066405196,0.4202903498649517,1.4293739568619501,0.0,0.0889682706494403,1.5051596873298738,0.05159611849168427,0.035437322988808306,0.4434622066405196,0.8358247663293566,0.0,0.13371912333148595,1.540378141606396,0.06205862524399725,0.037692936380199174,0.525766493766115,0.7704158509967397,80.0,0.04743543501322933,-0.9440922337165469,0.04743543501322933,-0.9440922337165469,0.6770180138580113,0.43286902725535614,0.02394693265609671,-0.9440922337165469,0.6770180138580113,0.43286902725535614,0.02394693265609671,-0.9440922337165469,0.525766493766115,1,8,22,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
